Item,Carbs,Calories,Protein,Meal,Day,Fat
"Grilled Chicken Sandwich (2 slices of white bread, 4 oz chicken breast, 1 tbsp of mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Mashed Sweet Potatoes (1/2 cup), Roasted Brussels Sprouts (1 cup)",75,687,40,Lunch,EVERY_DAY,25.2
"Cilantro Lime Chicken (4 oz serving), Mashed Sweet Potatoes (1 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",45,687,48,Dinner,EVERY_DAY,30.5
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Couscous (1 cup), Roasted Asparagus (1 cup)",73,686,38,Lunch,EVERY_DAY,26.9
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Couscous (1 cup), Roasted Broccolini (1/2 cup)",73,686,36,Lunch,EVERY_DAY,27.8
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Couscous (1 cup), Roasted Brussels Sprouts (1/2 cup)",73,686,36,Lunch,EVERY_DAY,27.8
"Cilantro Lime Chicken (8 oz serving), Couscous (1 cup), Grilled Squash (1/2 cup)",50,686,64,Dinner,EVERY_DAY,25.6
"Cilantro Lime Chicken (8 oz serving), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Sauteed Green Beans (1 cup)",58,686,69,Dinner,EVERY_DAY,19.8
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Couscous (1 cup), Roasted Vegetables (1 cup)",47,686,56,Dinner,EVERY_DAY,30.4
"Pork Tenderloin with a light marinade (4 oz serving), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Grilled Squash (1 cup)",68,686,48,Dinner,EVERY_DAY,24.7
"Pork Tenderloin with a light marinade (8 oz serving), Couscous (1 cup), Steamed Broccoli with Lemon (1/2 cup)",44,686,79,Dinner,EVERY_DAY,21.6
"Salmon with a chipotle barbeque seasoning (8 oz serving), Couscous (1 cup), Roasted Vegetables (1/2 cup)",45,686,56,Dinner,EVERY_DAY,30.5
"Core Power Elite (Vanilla) (1 Bottle), RX Bar (1 bar), Dried Cranberries (1/2 cup)",98,686,55,Snack,EVERY_DAY,8.2
"OWYN Protein Shake (Chocolate) (1 Bottle), RX Bar (1 bar), Dried Cranberries (1/2 cup)",97,686,48,Snack,EVERY_DAY,11.8
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Wild Rice (1 cup), Roasted Asparagus (1/2 cup)",72,685,38,Lunch,EVERY_DAY,27.2
"Roast Beef Wrap (Roast Beef, 1/4 of an avocado, 2 tbsp of mayo, 1/2 of a yellow bell pepper, and a whole wheat tortilla), Roasted Potatoes (1/2 cup), Roasted Asparagus (1/2 cup)",75,685,40,Lunch,EVERY_DAY,25.0
"Herb Roasted Chicken Breast (8 oz serving), Buttered Egg Noodles (1 cup), Steamed Cauliflower (1/2 cup)",45,685,83,Dinner,EVERY_DAY,19.2
"Herb Roasted Chicken Breast (8 oz serving), Buttered Egg Noodles (1 cup), Steamed Snow Peas (1/2 cup)",44,685,83,Dinner,EVERY_DAY,19.7
"Lemon Herb Chicken Thigh (8 oz serving), Yellow Rice (1 cup), Sauteed Green Beans (1/2 cup)",50,685,58,Dinner,EVERY_DAY,28.1
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Mashed Sweet Potatoes (1 cup), Steamed Cauliflower (1/2 cup)",42,685,53,Dinner,EVERY_DAY,30.4
"Pork Tenderloin with a light marinade (8 oz serving), Boiled Potatoes (1 cup), Sauteed Green Beans (1/2 cup)",47,685,77,Dinner,EVERY_DAY,21.0
"Pork Tenderloin with a light marinade (8 oz serving), Brown Rice Pilaf (1/2 cup), Roasted Asparagus (1/2 cup)",45,685,79,Dinner,EVERY_DAY,21.0
"Rotisserie Chicken (1/4 chicken), Lo Mein Noodles (1 cup), Steamed Carrots (1/2 cup)",72,685,47,Dinner,EVERY_DAY,23.2
"Rotisserie Chicken (1/4 chicken), Rosemary Roasted Red Potatoes (1 cup), Steamed Carrots (1/2 cup)",56,685,43,Dinner,EVERY_DAY,30.4
"Lemon Herb Chicken Thigh (4 oz serving), Quinoa (1 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",56,684,39,Dinner,EVERY_DAY,30.4
"Rotisserie Chicken (1/4 chicken), Roasted Potatoes (1 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",55,684,45,Dinner,EVERY_DAY,30.4
"Rotisserie Chicken (1/4 chicken), Lo Mein Noodles (1/2 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",48,684,46,Dinner,EVERY_DAY,30.4
"Rotisserie Chicken (1/4 chicken), Rosemary Roasted Red Potatoes (1/2 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",40,684,44,Dinner,EVERY_DAY,30.4
"Salmon (5 oz filet) with a honey mustard glaze, Boiled Potatoes (1 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",61,684,41,Dinner,EVERY_DAY,30.4
"Core Power Elite (Chocolate) (1 Bottle), Cashews (1/2 cup), Apple Juice (1 cup)",55,684,53,Snack,EVERY_DAY,28.0
"Edamame (1 cup), Almonds (1/2 cup), Dates (2 dates)",60,684,32,Snack,EVERY_DAY,30.4
"Edamame (1 cup), Pistachios (1/2 cup), 1 banana",60,684,30,Snack,EVERY_DAY,30.4
"Deli Meat (Chicken, Turkey, Ham, Roast Beef-97% fat free) (6 oz), Cashews (1/2 cup), Dried Mango (4 pieces)",51,684,45,Snack,EVERY_DAY,30.4
"Shrimp (10 shrimp) with garlic, butter (1 tbsp), and olive oil (1 tbsp), Buttered Egg Noodles (1 cup), Roasted Asparagus (1/2 cup)",45,683,49,Dinner,EVERY_DAY,30.4
"Lemon Herb Chicken Thigh (4 oz serving), Jasmine Rice (1 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",57,682,46,Dinner,EVERY_DAY,30.0
"Rotisserie Chicken (1/4 chicken), Wild Rice (1/2 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",27,682,56,Dinner,EVERY_DAY,30.3
"Hard Boiled Egg (2 eggs), Walnuts (1/2 cup), Grape Juice (1 cup)",45,682,21,Snack,EVERY_DAY,30.3
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Steamed Cauliflower (1/2 cup)",76,681,38,Lunch,EVERY_DAY,25.0
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Steamed Snow Peas (1/2 cup)",75,681,38,Lunch,EVERY_DAY,25.4
"Salmon with a chipotle barbeque seasoning (8 oz serving), Couscous (1 cup), Steamed Carrots (1/2 cup)",48,681,56,Dinner,EVERY_DAY,29.4
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Buttered Egg Noodles (1/2 cup), Roasted Corn (1/2 cup)",70,680,35,Lunch,EVERY_DAY,28.9
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Lo Mein Noodles (1/2 cup), Steamed Broccoli with Lemon (1 cup)",70,680,37,Lunch,EVERY_DAY,28.0
"Rotisserie Chicken (1/4 chicken), Brown Rice (1/2 cup), Grilled Squash (1 cup)",50,680,42,Lunch,EVERY_DAY,30.2
"Rotisserie Chicken (1/4 chicken), Jasmine Rice (1/2 cup), Grilled Squash (1 cup)",51,680,42,Lunch,EVERY_DAY,30.2
"Rotisserie Chicken (1/4 chicken), Parmesan Potato Wedges (5 wedges), Grilled Squash (1/2 cup)",50,680,42,Lunch,EVERY_DAY,30.2
"Rotisserie Chicken (1/4 chicken), Yellow Rice (1/2 cup), Grilled Squash (1 cup)",47,680,42,Lunch,EVERY_DAY,30.2
"Chipotle BBQ Spiced Swordfish (or a similar fish) (8 oz serving), Parmesan Potato Wedges (5 wedges), Braised Collard Greens (1/2 cup)",47,680,57,Dinner,EVERY_DAY,29.3
"Cilantro Lime Chicken (8 oz serving), Mashed Sweet Potatoes (1 cup), Braised Collard Greens (1/2 cup)",47,680,62,Dinner,EVERY_DAY,27.1
"Cilantro Lime Chicken (8 oz serving), Parmesan Potato Wedges (5 wedges), Steamed Broccoli with Lemon (1 cup)",46,680,64,Dinner,EVERY_DAY,26.7
"Cilantro Lime Chicken (8 oz serving), Yellow Rice (1 cup), Steamed Carrots (1 cup)",60,680,62,Dinner,EVERY_DAY,21.3
"Flat Iron Steak (4 oz serving), Boiled Potatoes (1 cup), Roasted Corn (1 cup)",78,680,38,Dinner,EVERY_DAY,24.0
"Flat Iron Steak (4 oz serving), Mashed Sweet Potatoes (1 cup), Peas and Carrots (1 cup)",62,680,36,Dinner,EVERY_DAY,30.2
"Grilled Chicken Breast with a cilantro marinade (8 oz serving), Roasted Potatoes (1 cup), Steamed Broccoli with Lemon (1/2 cup)",59,680,66,Dinner,EVERY_DAY,20.0
"Lemon Herb Chicken Thigh (4 oz serving), Yellow Rice (1 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",69,680,38,Dinner,EVERY_DAY,28.0
"Lemon Herb Chicken Thigh (8 oz serving), Boiled Potatoes (1 cup), Braised Collard Greens (1 cup)",51,680,60,Dinner,EVERY_DAY,26.2
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Lo Mein Noodles (1/2 cup), Roasted Corn (1/2 cup)",51,680,56,Dinner,EVERY_DAY,28.0
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Lo Mein Noodles (1/2 cup), Sauteed Green Beans (1 cup)",46,680,57,Dinner,EVERY_DAY,29.8
"Marinated Hanger Steak (4 oz serving), Brown Rice Pilaf (1/2 cup), Roasted Corn (1 cup)",81,680,44,Dinner,EVERY_DAY,20.0
"Marinated Hanger Steak (4 oz serving), Buttered Egg Noodles (1 cup), Braised Collard Greens (1 cup)",59,680,44,Dinner,EVERY_DAY,29.8
"Pork Tenderloin with a light marinade (8 oz serving), Wild Rice (1/2 cup), Roasted Broccolini (1cup)",35,680,79,Dinner,EVERY_DAY,24.9
"Pork Tenderloin with a light marinade (8 oz serving), Wild Rice (1/2 cup), Roasted Brussels Sprouts (1 cup)",35,680,79,Dinner,EVERY_DAY,24.9
"Rotisserie Chicken (1/4 chicken), Buttered Egg Noodles (1 cup), Roasted Corn (1/2 cup)",61,680,47,Dinner,EVERY_DAY,27.6
"Rotisserie Chicken (1/4 chicken), Buttered Egg Noodles (1 cup), Sauteed Green Beans (1 cup)",56,680,48,Dinner,EVERY_DAY,29.3
"Rotisserie Chicken (1/4 chicken), Lo Mein Noodles (1 cup), Steamed Cauliflower (1 cup)",70,680,48,Dinner,EVERY_DAY,23.1
"Salmon (5 oz filet) with a honey mustard glaze, Brown Rice (1/2 cup), Grilled Squash (1 cup)",58,680,38,Dinner,EVERY_DAY,30.2
"Salmon (5 oz filet) with a honey mustard glaze, Jasmine Rice (1/2 cup), Grilled Squash (1 cup)",59,680,38,Dinner,EVERY_DAY,30.2
"Salmon (5 oz filet) with a honey mustard glaze, Quinoa (1 cup), Steamed Carrots (1 cup)",66,680,42,Dinner,EVERY_DAY,27.6
"Salmon with a chipotle barbeque seasoning (8 oz serving), Yellow Rice (1/2 cup), Peas and Carrots (1 cup)",45,680,55,Dinner,EVERY_DAY,30.2
"Greek Yogurt (8oz), Pecans (1/2 cup), 1 mango",42,680,30,Snack,EVERY_DAY,30.2
"Greek Yogurt (8oz), Walnuts (1/2 cup), 1 banana",48,680,32,Snack,EVERY_DAY,30.2
"P3 Protein Packs (1 pack), Brazil nuts (1/2 cup), Raspberries (1 Cup)",26,680,23,Snack,EVERY_DAY,30.2
"P3 Protein Packs (1 pack), Brazil nuts (1/2 cup), Blackberries (3/4 Cup)",26,680,23,Snack,EVERY_DAY,30.2
"P3 Protein Packs (1 pack), Brazil nuts (1/2 cup), Cantaloupe (1 Cup)",26,680,23,Snack,EVERY_DAY,30.2
"Grilled Chicken Breast with a cilantro marinade (8 oz serving), Boiled Potatoes (1 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",60,679,66,Dinner,EVERY_DAY,19.4
"Grilled Chicken Breast with a cilantro marinade (8 oz serving), Rosemary Roasted Red Potatoes (1/2 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",47,679,65,Dinner,EVERY_DAY,25.7
"Herb Roasted Chicken Breast (8 oz serving), Mashed Sweet Potatoes (1/2 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",38,679,80,Dinner,EVERY_DAY,23.0
"Rotisserie Chicken (1/4 chicken), Wild Rice (1 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",57,679,48,Dinner,EVERY_DAY,28.8
"Salmon (5 oz filet) with a honey mustard glaze, Wild Rice (1 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",65,679,44,Dinner,EVERY_DAY,27.0
"Grilled Buffalo Chicken Salad (4oz of grilled buffalo chicken, 2 cups of lettuce, 1/4 cup of broccoli, 1/4 cup of cucumber, 1/2 stem of green onion, 1 stalk of celery, 1 tbsp of ranch dressing), Brown Rice Pilaf (1 cup), Steamed Broccoli with Lemon (1 cup)",90,678,34,Lunch,EVERY_DAY,20.2
"Grilled Buffalo Chicken Salad (4oz of grilled buffalo chicken, 2 cups of lettuce, 1/4 cup of broccoli, 1/4 cup of cucumber, 1/2 stem of green onion, 1 stalk of celery, 1 tbsp of ranch dressing), Brown Rice Pilaf (1/2 cup), Grilled Squash (1 cup)",68,678,28,Lunch,EVERY_DAY,30.1
"Grilled Buffalo Chicken Salad (4oz of grilled buffalo chicken, 2 cups of lettuce, 1/4 cup of broccoli, 1/4 cup of cucumber, 1/2 stem of green onion, 1 stalk of celery, 1 tbsp of ranch dressing), Rosemary Roasted Red Potatoes (1 cup), Peas and Carrots (1 cup)",72,678,28,Lunch,EVERY_DAY,30.1
"Shrimp (10 shrimp) with garlic, butter (1 tbsp), and olive oil (1 tbsp), Mashed Sweet Potatoes (1 cup), Roasted Eggplant (1/2 cup)",44,678,44,Dinner,EVERY_DAY,30.1
"Shrimp (10 shrimp) with garlic, butter (1 tbsp), and olive oil (1 tbsp), Mashed Sweet Potatoes (1 cup), Roasted Vegetables (1/2 cup)",45,678,44,Dinner,EVERY_DAY,30.1
"Edamame (1 cup), Pistachios (1/2 cup), Apple Juice (1 cup)",58,678,31,Snack,EVERY_DAY,30.1
"Cucumber Tomato Salad with Tuna (1 cup of shredded lettuce, 2 medium tomatoes, 1 cucumber, 1 can of tuna), Buttered Egg Noodles (1 cup), Roasted Corn (1 cup)",100,677,51,Lunch,EVERY_DAY,8.1
"Herb Roasted Chicken Breast (4 oz serving), Brown Rice (1 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",55,677,57,Dinner,EVERY_DAY,25.4
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Couscous (1 cup), Roasted Eggplant (1/2 cup)",71,676,35,Lunch,EVERY_DAY,28.0
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Couscous (1 cup), Roasted Vegetables (1/2 cup)",72,676,35,Lunch,EVERY_DAY,27.6
"Grilled Chicken Breast with a cilantro marinade (8 oz serving), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Braised Collard Greens (1 cup)",63,676,71,Dinner,EVERY_DAY,15.6
"Grilled Chicken Breast with a cilantro marinade (8 oz serving), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Peas and Carrots (1 cup)",69,676,71,Dinner,EVERY_DAY,12.9
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Couscous (1 cup), Steamed Carrots (1 cup)",53,676,56,Dinner,EVERY_DAY,26.7
"Marinated Hanger Steak (4 oz serving), Couscous (1 cup), Roasted Corn (1 cup)",79,676,44,Dinner,EVERY_DAY,20.4
"Salmon with a chipotle barbeque seasoning (8 oz serving), Couscous (1 cup), Steamed Snow Peas (1 cup)",44,676,57,Dinner,EVERY_DAY,30.0
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Wild Rice (1 cup), Steamed Cauliflower (1/2 cup)",72,675,37,Lunch,EVERY_DAY,26.6
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Wild Rice (1 cup), Steamed Snow Peas (1/2 cup)",71,675,37,Lunch,EVERY_DAY,27.0
"Roast Beef Wrap (Roast Beef, 1/4 of an avocado, 2 tbsp of mayo, 1/2 of a yellow bell pepper, and a whole wheat tortilla), Roasted Potatoes (1/2 cup), Steamed Cauliflower (1/2 cup)",75,675,39,Lunch,EVERY_DAY,24.3
"Grilled Chicken Breast with a cilantro marinade (8 oz serving), Roasted Potatoes (1 cup), Roasted Asparagus (1/2 cup)",58,675,66,Dinner,EVERY_DAY,19.9
"Herb Roasted Chicken Breast (4 oz serving), Brown Rice (1 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",75,675,49,Dinner,EVERY_DAY,19.9
"Herb Roasted Chicken Breast (4 oz serving), Yellow Rice (1 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",69,675,49,Dinner,EVERY_DAY,22.6
"Honey Rosemary Flank Steak (8 oz serving), Brown Rice Pilaf (1/2 cup), Steamed Cauliflower (1/2 cup)",45,675,70,Dinner,EVERY_DAY,23.9
"Honey Rosemary Flank Steak (8 oz serving), Brown Rice Pilaf (1/2 cup), Steamed Snow Peas (1/2 cup)",44,675,70,Dinner,EVERY_DAY,24.3
"Lemon Herb Chicken Thigh (8 oz serving), Mashed Sweet Potatoes (1 cup), Steamed Snow Peas (1/2 cup)",41,675,57,Dinner,EVERY_DAY,30.0
"Lemon Herb Chicken Thigh (8 oz serving), Yellow Rice (1 cup), Steamed Carrots (1/2 cup)",51,675,57,Dinner,EVERY_DAY,27.0
"Pork Tenderloin with a light marinade (8 oz serving), Rosemary Roasted Red Potatoes (1/2 cup), Steamed Carrots (1/2 cup)",35,675,75,Dinner,EVERY_DAY,26.1
"Rotisserie Chicken (1/4 chicken), Rosemary Roasted Red Potatoes (1 cup), Roasted Asparagus (1/2 cup)",51,675,44,Dinner,EVERY_DAY,30.0
"Ground Turkey (4 oz) with Teriyaki Sauce (2 tbsp), Quinoa (1 cup), Steamed Carrots (1 cup)",62,674,40,Dinner,EVERY_DAY,29.6
"Ground Turkey (4 oz) with Teriyaki Sauce (2 tbsp), Roasted Potatoes (1 cup), Steamed Carrots (1 cup)",70,674,38,Dinner,EVERY_DAY,26.9
"Marinated Hanger Steak (4 oz serving), Boiled Potatoes (1 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",56,674,41,Dinner,EVERY_DAY,30.0
"Marinated Hanger Steak (4 oz serving), Lo Mein Noodles (1/2 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",51,674,42,Dinner,EVERY_DAY,30.0
"Greek Yogurt (8oz), Walnuts (1/2 cup), Apple Juice (1 cup)",46,674,33,Snack,EVERY_DAY,30.0
"Oikos Greek Yogurt Cup (5.3oz), Brazil nuts (1/2 cup), Apple Juice (1 cup)",46,674,26,Snack,EVERY_DAY,30.0
"Deli Meat (Chicken, Turkey, Ham, Roast Beef-97% fat free) (6 oz), Almonds (1/2 cup), Pineapple Juice (1 cup)",42,673,49,Snack,EVERY_DAY,29.9
"Core Power Elite (Chocolate) (1 Bottle), Almond Butter (2 tbsp), Dried Cranberries (1/2 cup)",81,672,49,Snack,EVERY_DAY,16.9
"Cucumber Tomato Salad with Tuna (1 cup of shredded lettuce, 2 medium tomatoes, 1 cucumber, 1 can of tuna), Mashed Sweet Potatoes (1 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",75,671,46,Lunch,EVERY_DAY,20.8
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Couscous (1 cup), Steamed Carrots (1/2 cup)",75,671,35,Lunch,EVERY_DAY,25.7
"Grilled Buffalo Chicken Salad (4oz of grilled buffalo chicken, 2 cups of lettuce, 1/4 cup of broccoli, 1/4 cup of cucumber, 1/2 stem of green onion, 1 stalk of celery, 1 tbsp of ranch dressing), Rosemary Roasted Red Potatoes (1/2 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",35,670,37,Lunch,EVERY_DAY,29.8
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Brown Rice (1/2 cup), Braised Collard Greens (1 cup)",69,670,34,Lunch,EVERY_DAY,28.7
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Yellow Rice (1/2 cup), Peas and Carrots (1 cup)",72,670,34,Lunch,EVERY_DAY,27.3
"Chipotle BBQ Spiced Swordfish (or a similar fish) (4 oz serving), Jasmine Rice (1 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",78,670,37,Dinner,EVERY_DAY,23.3
"Cilantro Lime Chicken (8 oz serving), Brown Rice (1 cup), Steamed Broccoli with Lemon (1 cup)",58,670,64,Dinner,EVERY_DAY,20.2
"Cilantro Lime Chicken (8 oz serving), Wild Rice (1/2 cup), Roasted Corn (1 cup)",59,670,66,Dinner,EVERY_DAY,18.9
"Cilantro Lime Chicken (8 oz serving), Yellow Rice (1 cup), Steamed Broccoli with Lemon (1 cup)",52,670,64,Dinner,EVERY_DAY,22.9
"Flat Iron Steak (4 oz serving), Roasted Potatoes (1 cup), Roasted Asparagus (1 cup)",58,670,38,Dinner,EVERY_DAY,29.8
"Herb Roasted Chicken Breast (8 oz serving), Boiled Potatoes (1 cup), Braised Collard Greens (1 cup)",52,670,82,Dinner,EVERY_DAY,14.9
"Lemon Herb Chicken Thigh (8 oz serving), Yellow Rice (1 cup), Steamed Broccoli with Lemon (1/2 cup)",47,670,58,Dinner,EVERY_DAY,27.8
"Lemon Herb Chicken Thigh (8 oz serving), Yellow Rice (1 cup), Steamed Snow Peas (1 cup)",47,670,58,Dinner,EVERY_DAY,27.8
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Brown Rice Pilaf (1/2 cup), Steamed Broccoli with Lemon (1 cup)",47,670,58,Dinner,EVERY_DAY,27.8
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Lo Mein Noodles (1/2 cup), Roasted Vegetables (1 cup)",42,670,55,Dinner,EVERY_DAY,29.8
"Marinated Hanger Steak (4 oz serving), Lo Mein Noodles (1 cup), Steamed Snow Peas (1 cup)",71,670,44,Dinner,EVERY_DAY,23.3
"Marinated Hanger Steak (4 oz serving), Wild Rice (1/2 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",50,670,44,Dinner,EVERY_DAY,29.8
"Pork Tenderloin with a light marinade (8 oz serving), Boiled Potatoes (1 cup), Steamed Broccoli with Lemon (1/2 cup)",44,670,77,Dinner,EVERY_DAY,20.7
"Rotisserie Chicken (1/4 chicken), Lo Mein Noodles (1/2 cup), Roasted Corn (1 cup)",71,670,47,Dinner,EVERY_DAY,22.0
"Rotisserie Chicken (1/4 chicken), Mashed Sweet Potatoes (1 cup), Braised Collard Greens (1 cup)",54,670,44,Dinner,EVERY_DAY,29.8
"Salmon (5 oz filet) with a honey mustard glaze, Quinoa (1 cup), Steamed Broccoli with Lemon (1 cup)",58,670,44,Dinner,EVERY_DAY,29.1
"Salmon (5 oz filet) with a honey mustard glaze, Roasted Potatoes (1 cup), Steamed Broccoli with Lemon (1 cup)",66,670,42,Dinner,EVERY_DAY,26.4
"Core Power Elite (Vanilla) (1 Bottle), Walnuts (1/2 cup), Pineapple (3/4 cup)",31,670,50,Snack,EVERY_DAY,29.8
"OWYN Protein Shake (Chocolate) (1 Bottle), Pecans (1/2 cup), Strawberries (1 1/4 Cup)",24,670,41,Snack,EVERY_DAY,29.8
"OWYN Protein Shake (Chocolate) (1 Bottle), Pecans (1/2 cup), Blueberries (3/4 Cup)",24,670,41,Snack,EVERY_DAY,29.8
"OWYN Protein Shake (Chocolate) (1 Bottle), Pecans (1/2 cup), Raspberries (1 Cup)",24,670,41,Snack,EVERY_DAY,29.8
"Deli Meat (Chicken, Turkey, Ham, Roast Beef-97% fat free) (6 oz), Cashews (1/2 cup), 1 banana",48,670,44,Snack,EVERY_DAY,29.8
"Deli Meat (Chicken, Turkey, Ham, Roast Beef-97% fat free) (6 oz), Cashews (1/2 cup), 1 mango",48,670,44,Snack,EVERY_DAY,29.8
