name,carbs,protein,calories,Fat,Energy/Recovery/ALL
1 slice sourdough bread with 1/2 avocado,28,6,231,,
1 slice sourdough bread with 2 tsp butter,22,5,185,,
1 slice whole wheat bread with 1 tablespoon peanut butter & 1 tsp honey,31,12,313,,
1 slice whole wheat bread with 1/2 avocado,24,6,214,,
1 slice whole wheat bread with 2 tsp butter,18,5,168,,
"1/2 cup 2% milkfat Greek yogurt, 2 Tbsp granola, 1/4 cup mixed berries, 1 tsp raw honey",22,14,194,,
1/2 cup Cottage Cheese,4,13,111,,
"1/2 cup steel cut oats with brown sugar, nuts, craisins",59,8,365,,
12 oz can coke,35,0,136,,
12 oz can diet coke,0,0,4,,
12 oz can ginger ale,32,0,124,,
16 oz coffee,2,1,5,,
16 oz water,0,0,0,,
3 scrambled egg whites,1,10,97,,
3 scrambled eggs,1,17,255,,
8 oz unsweetened tea,1,0,2,,
Apple,31,1,116,,
Bagel with 1/2 avocado,75,15,459,,
Bagel with 2 tablespoons cream cheese,71,16,426,,
Bagel with 2 tablespoons peanut butter & 1 tsp honey,82,21,559,,
Bagel with 2 tsp butter,69,14,414,,
Banana,27,1,105,,
Blueberry muffin,61,8,415,,
"Brown Rice Gluten Free Pasta with alfredo (1 cup pasta, 1/2 cup sauce)",52,12,579,,
"Brown Rice Gluten Free Pasta with marinara (1 cup pasta, 1/2 cup sauce)",56,7,261,,
"Brown Rice Gluten Free Pasta with meat sauce (1 cup pasta, 1/2 cup sauce)",52,7,241,,
Califia Farms Almond Milk (8oz),1,2,40,,
Chicken Noodle Vegetable Soup (1 cup),10,13,167,,
Chocolate Chip Cookie,26,2,196,,
English muffin with 2 tablespoons peanut butter & 1 tsp honey,7,7,191,,
Evolution Orange Juice (8 oz),28,2,120,,
"Fruit cup - melon, pineapple, grapes (1 cup)",20,1,80,,
Gatorade G2 Low Sugar (12oz),18,0,70,,
hard boiled egg,0,6,68,,
Low-fat Chocolate Milk (8oz),15,8,150,,
Low-fat Milk (8oz),13,8,110,,
"Milk-Based Smoothie (1 cup milk, 1 packet protein powder, 1/2 cup berries, 1 banana, 1 T peanut butter, 1/2 cup spinach)",55,35,486,,
Mixed berries (1 cup),16,1,60,,
Non-Dairy Almond Milk Yogurt (5.3oz container),21,5,196,,
Non-Dairy Coconut Milk Yogurt (5.3oz container),19,0,107,,
Organic Greek Yogurt (7oz container),6,18,189,,
"Pasta with alfredo (1 cup pasta, 1/2 cup sauce)",43,14,566,,
"Pasta with marinara (1 cup pasta, 1/2 cup sauce)",47,8,248,,
"Pasta with meat sauce (1 cup pasta, 1/2 cup sauce)",43,8,228,,
"Soy Milk Smoothie (1 cup milk, 1 packet protein powder, 1/2 cup berries, 1 banana, 1 T peanut butter, 1/2 cup spinach)",47,35,438,,
"Whole Wheat Pasta with alfredo (1 cup pasta, 1/2 cup sauce)",52,16,607,,
"Whole Wheat Pasta with marinara (1 cup pasta, 1/2 cup sauce)",56,10,289,,
"Whole Wheat Pasta with meat sauce (1 cup pasta, 1/2 cup sauce)",52,10,269,,
1 cup Cheerios with 1 cup milk,32,11,227,,
"1 cup steel cut oats with brown sugar, nuts, craisins",106,17,649,,
1 slice sourdough bread with 1 tablespoon peanut butter & 1 tsp honey,35,12,330,,
1 slice sourdough bread with 1/2 avocado,28,6,231,,
1 slice sourdough bread with 2 tsp butter,22,5,185,,
1 slice whole wheat bread with 1 tablespoon peanut butter & 1 tsp honey,31,12,313,,
1 slice whole wheat bread with 1/2 avocado,24,6,214,,
1 slice whole wheat bread with 2 tsp butter,18,5,168,,
"1/2 cup 2% milkfat Greek yogurt, 2 Tbsp granola, 1/4 cup mixed berries, 1 tsp raw honey",22,14,194,,
1/2 cup Cottage Cheese,4,13,111,,
"1/2 cup steel cut oats with brown sugar, nuts, craisins",59,8,365,,
12 oz can coke,35,0,136,,
12 oz can diet coke,0,0,4,,
12 oz can ginger ale,32,0,124,,
16 oz coffee,2,1,5,,
16 oz water,0,0,0,,
3 scrambled egg whites,1,10,97,,
3 scrambled eggs,1,17,255,,
8 oz unsweetened tea,1,0,2,,
Apple,31,1,116,,
Bagel with 1/2 avocado,75,15,459,,
Bagel with 2 tablespoons cream cheese,71,16,426,,
Bagel with 2 tablespoons peanut butter & 1 tsp honey,82,21,559,,
Bagel with 2 tsp butter,69,14,414,,
Banana,27,1,105,,
Blueberry muffin,61,8,415,,
"Brown Rice Gluten Free Pasta with alfredo (1 cup pasta, 1/2 cup sauce)",52,12,579,,
"Brown Rice Gluten Free Pasta with marinara (1 cup pasta, 1/2 cup sauce)",56,7,261,,
"Brown Rice Gluten Free Pasta with meat sauce (1 cup pasta, 1/2 cup sauce)",52,7,241,,
Califia Farms Almond Milk (8oz),1,2,40,,
Chicken Noodle Vegetable Soup (1 cup),10,13,167,,
Chocolate Chip Cookie,26,2,196,,
English muffin with 2 tablespoons peanut butter & 1 tsp honey,7,7,191,,
Evolution Orange Juice (8 oz),28,2,120,,
"Fruit cup - melon, pineapple, grapes (1 cup)",20,1,80,,
Gatorade G2 Low Sugar (12oz),18,0,70,,
hard boiled egg,0,6,68,,
Low-fat Chocolate Milk (8oz),15,8,150,,
Low-fat Milk (8oz),13,8,110,,
"Milk-Based Smoothie (1 cup milk, 1 packet protein powder, 1/2 cup berries, 1 banana, 1 T peanut butter, 1/2 cup spinach)",55,35,486,,
Mixed berries (1 cup),16,1,60,,
Non-Dairy Almond Milk Yogurt (5.3oz container),21,5,196,,
Non-Dairy Coconut Milk Yogurt (5.3oz container),19,0,107,,
Organic Greek Yogurt (7oz container),6,18,189,,
"Pasta with alfredo (1 cup pasta, 1/2 cup sauce)",43,14,566,,
"Pasta with marinara (1 cup pasta, 1/2 cup sauce)",47,8,248,,
"Pasta with meat sauce (1 cup pasta, 1/2 cup sauce)",43,8,228,,
"Soy Milk Smoothie (1 cup milk, 1 packet protein powder, 1/2 cup berries, 1 banana, 1 T peanut butter, 1/2 cup spinach)",47,35,438,,
"Whole Wheat Pasta with alfredo (1 cup pasta, 1/2 cup sauce)",52,16,607,,
"Whole Wheat Pasta with marinara (1 cup pasta, 1/2 cup sauce)",56,10,289,,
"Whole Wheat Pasta with meat sauce (1 cup pasta, 1/2 cup sauce)",52,10,269,,
1 cup Cheerios with 1 cup milk,32,11,227,,
"1 cup steel cut oats with brown sugar, nuts, craisins",106,17,649,,
1 slice sourdough bread with 1 tablespoon peanut butter & 1 tsp honey,35,12,330,,
1 slice sourdough bread with 1/2 avocado,28,6,231,,
1 slice sourdough bread with 2 tsp butter,22,5,185,,
1 slice whole wheat bread with 1 tablespoon peanut butter & 1 tsp honey,31,12,313,,
1 slice whole wheat bread with 1/2 avocado,24,6,214,,
1 slice whole wheat bread with 2 tsp butter,18,5,168,,
"1/2 cup 2% milkfat Greek yogurt, 2 Tbsp granola, 1/4 cup mixed berries, 1 tsp raw honey",22,14,194,,
1/2 cup Cottage Cheese,4,13,111,,
"1/2 cup steel cut oats with brown sugar, nuts, craisins",59,8,365,,
12 oz can coke,35,0,136,,
12 oz can diet coke,0,0,4,,
12 oz can ginger ale,32,0,124,,
16 oz coffee,2,1,5,,
16 oz water,0,0,0,,
3 scrambled egg whites,1,10,97,,
3 scrambled eggs,1,17,255,,
8 oz unsweetened tea,1,0,2,,
Apple,31,1,116,,
Bagel with 1/2 avocado,75,15,459,,
Bagel with 2 tablespoons cream cheese,71,16,426,,
Bagel with 2 tablespoons peanut butter & 1 tsp honey,82,21,559,,
Bagel with 2 tsp butter,69,14,414,,
Banana,27,1,105,,
Blueberry muffin,61,8,415,,
"Brown Rice Gluten Free Pasta with alfredo (1 cup pasta, 1/2 cup sauce)",52,12,579,,
"Brown Rice Gluten Free Pasta with marinara (1 cup pasta, 1/2 cup sauce)",56,7,261,,
"Brown Rice Gluten Free Pasta with meat sauce (1 cup pasta, 1/2 cup sauce)",52,7,241,,
Califia Farms Almond Milk (8oz),1,2,40,,
Chicken Noodle Vegetable Soup (1 cup),10,13,167,,
Chocolate Chip Cookie,26,2,196,,
English muffin with 2 tablespoons peanut butter & 1 tsp honey,7,7,191,,
Evolution Orange Juice (8 oz),28,2,120,,
"Fruit cup - melon, pineapple, grapes (1 cup)",20,1,80,,
Gatorade G2 Low Sugar (12oz),18,0,70,,
hard boiled egg,0,6,68,,
Low-fat Chocolate Milk (8oz),15,8,150,,
Low-fat Milk (8oz),13,8,110,,
"Milk-Based Smoothie (1 cup milk, 1 packet protein powder, 1/2 cup berries, 1 banana, 1 T peanut butter, 1/2 cup spinach)",55,35,486,,
Mixed berries (1 cup),16,1,60,,
Non-Dairy Almond Milk Yogurt (5.3oz container),21,5,196,,
Non-Dairy Coconut Milk Yogurt (5.3oz container),19,0,107,,
Organic Greek Yogurt (7oz container),6,18,189,,
"Pasta with alfredo (1 cup pasta, 1/2 cup sauce)",43,14,566,,
"Pasta with marinara (1 cup pasta, 1/2 cup sauce)",47,8,248,,
"Pasta with meat sauce (1 cup pasta, 1/2 cup sauce)",43,8,228,,
"Soy Milk Smoothie (1 cup milk, 1 packet protein powder, 1/2 cup berries, 1 banana, 1 T peanut butter, 1/2 cup spinach)",47,35,438,,
"Whole Wheat Pasta with alfredo (1 cup pasta, 1/2 cup sauce)",52,16,607,,
"Whole Wheat Pasta with marinara (1 cup pasta, 1/2 cup sauce)",56,10,289,,
"Whole Wheat Pasta with meat sauce (1 cup pasta, 1/2 cup sauce)",52,10,269,,
1 cup Cheerios with 1 cup milk,32,11,227,,
"1 cup steel cut oats with brown sugar, nuts, craisins",106,17,649,,
1 slice sourdough bread with 1 tablespoon peanut butter & 1 tsp honey,35,12,330,,
1 slice sourdough bread with 1/2 avocado,28,6,231,,
1 slice sourdough bread with 2 tsp butter,22,5,185,,
1 slice whole wheat bread with 1 tablespoon peanut butter & 1 tsp honey,31,12,313,,
1 slice whole wheat bread with 1/2 avocado,24,6,214,,
1 slice whole wheat bread with 2 tsp butter,18,5,168,,
"1/2 cup 2% milkfat Greek yogurt, 2 Tbsp granola, 1/4 cup mixed berries, 1 tsp raw honey",22,14,194,,
1/2 cup Cottage Cheese,4,13,111,,
"1/2 cup steel cut oats with brown sugar, nuts, craisins",59,8,365,,
12 oz can coke,35,0,136,,
12 oz can diet coke,0,0,4,,
12 oz can ginger ale,32,0,124,,
16 oz coffee,2,1,5,,
16 oz water,0,0,0,,
3 scrambled egg whites,1,10,97,,
3 scrambled eggs,1,17,255,,
8 oz unsweetened tea,1,0,2,,
Apple,31,1,116,,
Bagel with 1/2 avocado,75,15,459,,
Bagel with 2 tablespoons cream cheese,71,16,426,,
Bagel with 2 tablespoons peanut butter & 1 tsp honey,82,21,559,,
Bagel with 2 tsp butter,69,14,414,,
Banana,27,1,105,,
Blueberry muffin,61,8,415,,
"Brown Rice Gluten Free Pasta with alfredo (1 cup pasta, 1/2 cup sauce)",52,12,579,,
"Brown Rice Gluten Free Pasta with marinara (1 cup pasta, 1/2 cup sauce)",56,7,261,,
"Brown Rice Gluten Free Pasta with meat sauce (1 cup pasta, 1/2 cup sauce)",52,7,241,,
Califia Farms Almond Milk (8oz),1,2,40,,
Chicken Noodle Vegetable Soup (1 cup),10,13,167,,
Chocolate Chip Cookie,26,2,196,,
English muffin with 2 tablespoons peanut butter & 1 tsp honey,7,7,191,,
Evolution Orange Juice (8 oz),28,2,120,,
"Fruit cup - melon, pineapple, grapes (1 cup)",20,1,80,,
Gatorade G2 Low Sugar (12oz),18,0,70,,
hard boiled egg,0,6,68,,
Low-fat Chocolate Milk (8oz),15,8,150,,
Low-fat Milk (8oz),13,8,110,,
"Milk-Based Smoothie (1 cup milk, 1 packet protein powder, 1/2 cup berries, 1 banana, 1 T peanut butter, 1/2 cup spinach)",55,35,486,,
Mixed berries (1 cup),16,1,60,,
Non-Dairy Almond Milk Yogurt (5.3oz container),21,5,196,,
Non-Dairy Coconut Milk Yogurt (5.3oz container),19,0,107,,
Organic Greek Yogurt (7oz container),6,18,189,,
"Pasta with alfredo (1 cup pasta, 1/2 cup sauce)",43,14,566,,
"Pasta with marinara (1 cup pasta, 1/2 cup sauce)",47,8,248,,
"Pasta with meat sauce (1 cup pasta, 1/2 cup sauce)",43,8,228,,
"Soy Milk Smoothie (1 cup milk, 1 packet protein powder, 1/2 cup berries, 1 banana, 1 T peanut butter, 1/2 cup spinach)",47,35,438,,
"Whole Wheat Pasta with alfredo (1 cup pasta, 1/2 cup sauce)",52,16,607,,
"Whole Wheat Pasta with marinara (1 cup pasta, 1/2 cup sauce)",56,10,289,,
"Whole Wheat Pasta with meat sauce (1 cup pasta, 1/2 cup sauce)",52,10,269,,
1 cup Cheerios with 1 cup milk,32,11,227,,
"1 cup steel cut oats with brown sugar, nuts, craisins",106,17,649,,
1 slice sourdough bread with 1 tablespoon peanut butter & 1 tsp honey,35,12,330,,
1 slice sourdough bread with 1/2 avocado,28,6,231,,
1 slice sourdough bread with 2 tsp butter,22,5,185,,
1 slice whole wheat bread with 1 tablespoon peanut butter & 1 tsp honey,31,12,313,,
1 slice whole wheat bread with 1/2 avocado,24,6,214,,
1 slice whole wheat bread with 2 tsp butter,18,5,168,,
"1/2 cup 2% milkfat Greek yogurt, 2 Tbsp granola, 1/4 cup mixed berries, 1 tsp raw honey",22,14,194,,
1/2 cup Cottage Cheese,4,13,111,,
"1/2 cup steel cut oats with brown sugar, nuts, craisins",59,8,365,,
12 oz can coke,35,0,136,,
12 oz can diet coke,0,0,4,,
12 oz can ginger ale,32,0,124,,
16 oz coffee,2,1,5,,
16 oz water,0,0,0,,
3 scrambled egg whites,1,10,97,,
3 scrambled eggs,1,17,255,,
8 oz unsweetened tea,1,0,2,,
Apple,31,1,116,,
Bagel with 1/2 avocado,75,15,459,,
Bagel with 2 tablespoons cream cheese,71,16,426,,
Bagel with 2 tablespoons peanut butter & 1 tsp honey,82,21,559,,
Bagel with 2 tsp butter,69,14,414,,
Banana,27,1,105,,
Blueberry muffin,61,8,415,,
"Brown Rice Gluten Free Pasta with alfredo (1 cup pasta, 1/2 cup sauce)",52,12,579,,
"Brown Rice Gluten Free Pasta with marinara (1 cup pasta, 1/2 cup sauce)",56,7,261,,
"Brown Rice Gluten Free Pasta with meat sauce (1 cup pasta, 1/2 cup sauce)",52,7,241,,
Califia Farms Almond Milk (8oz),1,2,40,,
Chicken Noodle Vegetable Soup (1 cup),10,13,167,,
Chocolate Chip Cookie,26,2,196,,
English muffin with 2 tablespoons peanut butter & 1 tsp honey,7,7,191,,
Evolution Orange Juice (8 oz),28,2,120,,
"Fruit cup - melon, pineapple, grapes (1 cup)",20,1,80,,
Gatorade G2 Low Sugar (12oz),18,0,70,,
hard boiled egg,0,6,68,,
Low-fat Chocolate Milk (8oz),15,8,150,,
Low-fat Milk (8oz),13,8,110,,
"Milk-Based Smoothie (1 cup milk, 1 packet protein powder, 1/2 cup berries, 1 banana, 1 T peanut butter, 1/2 cup spinach)",55,35,486,,
Mixed berries (1 cup),16,1,60,,
Non-Dairy Almond Milk Yogurt (5.3oz container),21,5,196,,
Non-Dairy Coconut Milk Yogurt (5.3oz container),19,0,107,,
Organic Greek Yogurt (7oz container),6,18,189,,
"Pasta with alfredo (1 cup pasta, 1/2 cup sauce)",43,14,566,,
"Pasta with marinara (1 cup pasta, 1/2 cup sauce)",47,8,248,,
"Pasta with meat sauce (1 cup pasta, 1/2 cup sauce)",43,8,228,,
"Soy Milk Smoothie (1 cup milk, 1 packet protein powder, 1/2 cup berries, 1 banana, 1 T peanut butter, 1/2 cup spinach)",47,35,438,,
"Whole Wheat Pasta with alfredo (1 cup pasta, 1/2 cup sauce)",52,16,607,,
"Whole Wheat Pasta with marinara (1 cup pasta, 1/2 cup sauce)",56,10,289,,
"Whole Wheat Pasta with meat sauce (1 cup pasta, 1/2 cup sauce)",52,10,269,,
1 cup Cheerios with 1 cup milk,32,11,227,,
"1 cup steel cut oats with brown sugar, nuts, craisins",106,17,649,,
1 slice sourdough bread with 1 tablespoon peanut butter & 1 tsp honey,35,12,330,,
1 slice sourdough bread with 1/2 avocado,28,6,231,,
1 slice sourdough bread with 2 tsp butter,22,5,185,,
1 slice whole wheat bread with 1 tablespoon peanut butter & 1 tsp honey,31,12,313,,
1 slice whole wheat bread with 1/2 avocado,24,6,214,,
1 slice whole wheat bread with 2 tsp butter,18,5,168,,
"1/2 cup 2% milkfat Greek yogurt, 2 Tbsp granola, 1/4 cup mixed berries, 1 tsp raw honey",22,14,194,,
1/2 cup Cottage Cheese,4,13,111,,
"1/2 cup steel cut oats with brown sugar, nuts, craisins",59,8,365,,
12 oz can coke,35,0,136,,
12 oz can diet coke,0,0,4,,
12 oz can ginger ale,32,0,124,,
16 oz coffee,2,1,5,,
16 oz water,0,0,0,,
3 scrambled egg whites,1,10,97,,
3 scrambled eggs,1,17,255,,
8 oz unsweetened tea,1,0,2,,
Apple,31,1,116,,
Bagel with 1/2 avocado,75,15,459,,
Bagel with 2 tablespoons cream cheese,71,16,426,,
Bagel with 2 tablespoons peanut butter & 1 tsp honey,82,21,559,,
Bagel with 2 tsp butter,69,14,414,,
Banana,27,1,105,,
Blueberry muffin,61,8,415,,
"Brown Rice Gluten Free Pasta with alfredo (1 cup pasta, 1/2 cup sauce)",52,12,579,,
"Brown Rice Gluten Free Pasta with marinara (1 cup pasta, 1/2 cup sauce)",56,7,261,,
"Brown Rice Gluten Free Pasta with meat sauce (1 cup pasta, 1/2 cup sauce)",52,7,241,,
Califia Farms Almond Milk (8oz),1,2,40,,
Chicken Noodle Vegetable Soup (1 cup),10,13,167,,
Chocolate Chip Cookie,26,2,196,,
English muffin with 2 tablespoons peanut butter & 1 tsp honey,7,7,191,,
Evolution Orange Juice (8 oz),28,2,120,,
"Fruit cup - melon, pineapple, grapes (1 cup)",20,1,80,,
Gatorade G2 Low Sugar (12oz),18,0,70,,
hard boiled egg,0,6,68,,
Low-fat Chocolate Milk (8oz),15,8,150,,
Low-fat Milk (8oz),13,8,110,,
"Milk-Based Smoothie (1 cup milk, 1 packet protein powder, 1/2 cup berries, 1 banana, 1 T peanut butter, 1/2 cup spinach)",55,35,486,,
Mixed berries (1 cup),16,1,60,,
Non-Dairy Almond Milk Yogurt (5.3oz container),21,5,196,,
Non-Dairy Coconut Milk Yogurt (5.3oz container),19,0,107,,
Organic Greek Yogurt (7oz container),6,18,189,,
"Pasta with alfredo (1 cup pasta, 1/2 cup sauce)",43,14,566,,
"Pasta with marinara (1 cup pasta, 1/2 cup sauce)",47,8,248,,
"Pasta with meat sauce (1 cup pasta, 1/2 cup sauce)",43,8,228,,
"Soy Milk Smoothie (1 cup milk, 1 packet protein powder, 1/2 cup berries, 1 banana, 1 T peanut butter, 1/2 cup spinach)",47,35,438,,
"Whole Wheat Pasta with alfredo (1 cup pasta, 1/2 cup sauce)",52,16,607,,
"Whole Wheat Pasta with marinara (1 cup pasta, 1/2 cup sauce)",56,10,289,,
"Whole Wheat Pasta with meat sauce (1 cup pasta, 1/2 cup sauce)",52,10,269,,
1 cup Cheerios with 1 cup milk,32,11,227,,
"1 cup steel cut oats with brown sugar, nuts, craisins",106,17,649,,
1 slice sourdough bread with 1 tablespoon peanut butter & 1 tsp honey,35,12,330,,
1 slice sourdough bread with 1/2 avocado,28,6,231,,
1 slice sourdough bread with 2 tsp butter,22,5,185,,
1 slice whole wheat bread with 1 tablespoon peanut butter & 1 tsp honey,31,12,313,,
1 slice whole wheat bread with 1/2 avocado,24,6,214,,
1 slice whole wheat bread with 2 tsp butter,18,5,168,,
"1/2 cup 2% milkfat Greek yogurt, 2 Tbsp granola, 1/4 cup mixed berries, 1 tsp raw honey",22,14,194,,
1/2 cup Cottage Cheese,4,13,111,,
"1/2 cup steel cut oats with brown sugar, nuts, craisins",59,8,365,,
12 oz can coke,35,0,136,,
12 oz can diet coke,0,0,4,,
12 oz can ginger ale,32,0,124,,
16 oz coffee,2,1,5,,
16 oz water,0,0,0,,
3 scrambled egg whites,1,10,97,,
3 scrambled eggs,1,17,255,,
8 oz unsweetened tea,1,0,2,,
Apple,31,1,116,,
Bagel with 1/2 avocado,75,15,459,,
Bagel with 2 tablespoons cream cheese,71,16,426,,
Bagel with 2 tablespoons peanut butter & 1 tsp honey,82,21,559,,
Bagel with 2 tsp butter,69,14,414,,
Banana,27,1,105,,
Blueberry muffin,61,8,415,,
"Brown Rice Gluten Free Pasta with alfredo (1 cup pasta, 1/2 cup sauce)",52,12,579,,
"Brown Rice Gluten Free Pasta with marinara (1 cup pasta, 1/2 cup sauce)",56,7,261,,
"Brown Rice Gluten Free Pasta with meat sauce (1 cup pasta, 1/2 cup sauce)",52,7,241,,
Califia Farms Almond Milk (8oz),1,2,40,,
Chicken Noodle Vegetable Soup (1 cup),10,13,167,,
Chocolate Chip Cookie,26,2,196,,
English muffin with 2 tablespoons peanut butter & 1 tsp honey,7,7,191,,
Evolution Orange Juice (8 oz),28,2,120,,
"Fruit cup - melon, pineapple, grapes (1 cup)",20,1,80,,
Gatorade G2 Low Sugar (12oz),18,0,70,,
hard boiled egg,0,6,68,,
Low-fat Chocolate Milk (8oz),15,8,150,,
Low-fat Milk (8oz),13,8,110,,
"Milk-Based Smoothie (1 cup milk, 1 packet protein powder, 1/2 cup berries, 1 banana, 1 T peanut butter, 1/2 cup spinach)",55,35,486,,
Mixed berries (1 cup),16,1,60,,
Non-Dairy Almond Milk Yogurt (5.3oz container),21,5,196,,
Non-Dairy Coconut Milk Yogurt (5.3oz container),19,0,107,,
Organic Greek Yogurt (7oz container),6,18,189,,
"Pasta with alfredo (1 cup pasta, 1/2 cup sauce)",43,14,566,,
"Pasta with marinara (1 cup pasta, 1/2 cup sauce)",47,8,248,,
"Pasta with meat sauce (1 cup pasta, 1/2 cup sauce)",43,8,228,,
"Soy Milk Smoothie (1 cup milk, 1 packet protein powder, 1/2 cup berries, 1 banana, 1 T peanut butter, 1/2 cup spinach)",47,35,438,,
"Whole Wheat Pasta with alfredo (1 cup pasta, 1/2 cup sauce)",52,16,607,,
"Whole Wheat Pasta with marinara (1 cup pasta, 1/2 cup sauce)",56,10,289,,
"Whole Wheat Pasta with meat sauce (1 cup pasta, 1/2 cup sauce)",52,10,269,,
1 cup Cheerios with 1 cup milk,32,11,227,,
"1 cup steel cut oats with brown sugar, nuts, craisins",106,17,649,,
1 slice sourdough bread with 1 tablespoon peanut butter & 1 tsp honey,35,12,330,,
1 slice sourdough bread with 1/2 avocado,28,6,231,,
1 slice sourdough bread with 2 tsp butter,22,5,185,,
1 slice whole wheat bread with 1 tablespoon peanut butter & 1 tsp honey,31,12,313,,
1 slice whole wheat bread with 1/2 avocado,24,6,214,,
1 slice whole wheat bread with 2 tsp butter,18,5,168,,
"1/2 cup 2% milkfat Greek yogurt, 2 Tbsp granola, 1/4 cup mixed berries, 1 tsp raw honey",22,14,194,,
1/2 cup Cottage Cheese,4,13,111,,
"1/2 cup steel cut oats with brown sugar, nuts, craisins",59,8,365,,
12 oz can coke,35,0,136,,
12 oz can diet coke,0,0,4,,
12 oz can ginger ale,32,0,124,,
16 oz coffee,2,1,5,,
16 oz water,0,0,0,,
3 scrambled egg whites,1,10,97,,
3 scrambled eggs,1,17,255,,
8 oz unsweetened tea,1,0,2,,
Apple,31,1,116,,
Bagel with 1/2 avocado,75,15,459,,
Bagel with 2 tablespoons cream cheese,71,16,426,,
Bagel with 2 tablespoons peanut butter & 1 tsp honey,82,21,559,,
Bagel with 2 tsp butter,69,14,414,,
Banana,27,1,105,,
Blueberry muffin,61,8,415,,
"Brown Rice Gluten Free Pasta with alfredo (1 cup pasta, 1/2 cup sauce)",52,12,579,,
"Brown Rice Gluten Free Pasta with marinara (1 cup pasta, 1/2 cup sauce)",56,7,261,,
"Brown Rice Gluten Free Pasta with meat sauce (1 cup pasta, 1/2 cup sauce)",52,7,241,,
Califia Farms Almond Milk (8oz),1,2,40,,
Chicken Noodle Vegetable Soup (1 cup),10,13,167,,
Chocolate Chip Cookie,26,2,196,,
English muffin with 2 tablespoons peanut butter & 1 tsp honey,7,7,191,,
Evolution Orange Juice (8 oz),28,2,120,,
"Fruit cup - melon, pineapple, grapes (1 cup)",20,1,80,,
Gatorade G2 Low Sugar (12oz),18,0,70,,
hard boiled egg,0,6,68,,
Low-fat Chocolate Milk (8oz),15,8,150,,
Low-fat Milk (8oz),13,8,110,,
"Milk-Based Smoothie (1 cup milk, 1 packet protein powder, 1/2 cup berries, 1 banana, 1 T peanut butter, 1/2 cup spinach)",55,35,486,,
Mixed berries (1 cup),16,1,60,,
Non-Dairy Almond Milk Yogurt (5.3oz container),21,5,196,,
Non-Dairy Coconut Milk Yogurt (5.3oz container),19,0,107,,
Organic Greek Yogurt (7oz container),6,18,189,,
"Pasta with alfredo (1 cup pasta, 1/2 cup sauce)",43,14,566,,
"Pasta with marinara (1 cup pasta, 1/2 cup sauce)",47,8,248,,
"Pasta with meat sauce (1 cup pasta, 1/2 cup sauce)",43,8,228,,
"Soy Milk Smoothie (1 cup milk, 1 packet protein powder, 1/2 cup berries, 1 banana, 1 T peanut butter, 1/2 cup spinach)",47,35,438,,
"Whole Wheat Pasta with alfredo (1 cup pasta, 1/2 cup sauce)",52,16,607,,
"Whole Wheat Pasta with marinara (1 cup pasta, 1/2 cup sauce)",56,10,289,,
"Whole Wheat Pasta with meat sauce (1 cup pasta, 1/2 cup sauce)",52,10,269,,
1 cup Cheerios with 1 cup milk,32,11,227,,
"1 cup steel cut oats with brown sugar, nuts, craisins",106,17,649,,
1 slice sourdough bread with 1 tablespoon peanut butter & 1 tsp honey,35,12,330,,
1 slice sourdough bread with 1/2 avocado,28,6,231,,
1 slice sourdough bread with 2 tsp butter,22,5,185,,
1 slice whole wheat bread with 1 tablespoon peanut butter & 1 tsp honey,31,12,313,,
1 slice whole wheat bread with 1/2 avocado,24,6,214,,
1 slice whole wheat bread with 2 tsp butter,18,5,168,,
"1/2 cup 2% milkfat Greek yogurt, 2 Tbsp granola, 1/4 cup mixed berries, 1 tsp raw honey",22,14,194,,
1/2 cup Cottage Cheese,4,13,111,,
"1/2 cup steel cut oats with brown sugar, nuts, craisins",59,8,365,,
12 oz can coke,35,0,136,,
12 oz can diet coke,0,0,4,,
12 oz can ginger ale,32,0,124,,
16 oz coffee,2,1,5,,
16 oz water,0,0,0,,
3 scrambled egg whites,1,10,97,,
3 scrambled eggs,1,17,255,,
8 oz unsweetened tea,1,0,2,,
Apple,31,1,116,,
Bagel with 1/2 avocado,75,15,459,,
Bagel with 2 tablespoons cream cheese,71,16,426,,
Bagel with 2 tablespoons peanut butter & 1 tsp honey,82,21,559,,
Bagel with 2 tsp butter,69,14,414,,
Banana,27,1,105,,
Blueberry muffin,61,8,415,,
"Brown Rice Gluten Free Pasta with alfredo (1 cup pasta, 1/2 cup sauce)",52,12,579,,
"Brown Rice Gluten Free Pasta with marinara (1 cup pasta, 1/2 cup sauce)",56,7,261,,
"Brown Rice Gluten Free Pasta with meat sauce (1 cup pasta, 1/2 cup sauce)",52,7,241,,
Califia Farms Almond Milk (8oz),1,2,40,,
Chicken Noodle Vegetable Soup (1 cup),10,13,167,,
Chocolate Chip Cookie,26,2,196,,
English muffin with 2 tablespoons peanut butter & 1 tsp honey,7,7,191,,
Evolution Orange Juice (8 oz),28,2,120,,
"Fruit cup - melon, pineapple, grapes (1 cup)",20,1,80,,
Gatorade G2 Low Sugar (12oz),18,0,70,,
hard boiled egg,0,6,68,,
Low-fat Chocolate Milk (8oz),15,8,150,,
Low-fat Milk (8oz),13,8,110,,
"Milk-Based Smoothie (1 cup milk, 1 packet protein powder, 1/2 cup berries, 1 banana, 1 T peanut butter, 1/2 cup spinach)",55,35,486,,
Mixed berries (1 cup),16,1,60,,
Non-Dairy Almond Milk Yogurt (5.3oz container),21,5,196,,
