athlete_id,name,age,gender,sport_league,sport_type,height_cm,weight_kg,body_fat_percentage,bmr_calories,activity_level,training_experience_years,competition_level,user_scenario,goals,adherence_rate,created_date
ATH000296,Cricket Casual User 296,23,F,Cricket,Skill,165,55,18.5,1379.0,Moderate,2,Recreational,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000297,Soccer Amateur Athlete 297,27,F,Soccer,Endurance,154,57,14.1,1359.0,Very High,3,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000298,Soccer Weight Gain 298,29,M,Soccer,Endurance,179,65,3.0,1660.0,High,4,Club,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000299,Cycling Elite Athlete 299,27,M,Cycling,Endurance,182,66,5.3,1702.0,Very High,18,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000300,Cycling Professional 300,35,F,Cycling,Endurance,170,62,16.3,1399.0,Very High,15,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000301,Swimming Professional 301,22,M,Swimming,Endurance,184,72,9.3,1829.0,Very High,14,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000302,Tennis Amateur Athlete 302,26,M,Tennis,Power,184,65,13.0,1705.0,Very High,10,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000303,NBA Amateur Athlete 303,22,M,NBA,Team Sport,192,126,14.9,2611.0,Very High,8,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000304,Tennis Elite Athlete 304,39,M,Tennis,Power,185,79,6.4,1815.0,Very High,12,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000305,NFL Amateur Athlete 305,34,M,NFL,Team Sport,192,130,11.4,2585.0,High,8,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000306,Soccer Amateur Athlete 306,39,M,Soccer,Endurance,168,72,11.3,1634.0,High,7,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000307,Tennis Elite Athlete 307,36,F,Tennis,Power,178,58,19.0,1371.0,Very High,12,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000308,Soccer Amateur Athlete 308,28,F,Soccer,Endurance,160,62,16.0,1413.0,Very High,5,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000309,Soccer Amateur Athlete 309,31,M,Soccer,Endurance,183,62,8.3,1625.0,High,7,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000310,Tennis Professional 310,18,F,Tennis,Power,168,61,18.8,1465.0,Very High,15,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000311,NBA Elite Athlete 311,22,M,NBA,Team Sport,218,137,9.9,2893.0,Very High,18,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000312,Cycling Professional 312,37,M,Cycling,Endurance,175,71,5.9,1668.0,Very High,17,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000313,Soccer Amateur Athlete 313,39,M,Soccer,Endurance,176,63,10.6,1550.0,High,8,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000314,Cycling Professional 314,31,F,Cycling,Endurance,165,60,11.0,1389.0,Very High,18,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000315,Swimming Professional 315,33,F,Swimming,Endurance,180,62,18.0,1427.0,Very High,12,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000316,NBA Professional 316,21,F,NBA,Team Sport,176,77,19.1,1619.0,Very High,10,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000317,Soccer Elite Athlete 317,21,M,Soccer,Endurance,176,81,9.8,1919.0,Very High,10,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000318,NBA Professional 318,36,M,NBA,Team Sport,182,92,8.0,1999.0,Very High,18,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000319,Soccer Fitness Enthusiast 319,30,F,Soccer,Endurance,151,68,15.4,1444.0,Moderate,2,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000320,Soccer Elite Athlete 320,24,F,Soccer,Endurance,161,55,16.2,1367.0,Very High,14,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000321,Swimming Fitness Enthusiast 321,31,M,Swimming,Endurance,189,72,8.9,1793.0,High,3,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000322,Soccer Elite Athlete 322,27,M,Soccer,Endurance,181,60,6.4,1615.0,Very High,9,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000323,Cycling Amateur Athlete 323,33,M,Cycling,Endurance,177,60,8.0,1554.0,High,7,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000324,Boxing Amateur Athlete 324,35,M,Boxing,Power,168,57,11.8,1454.0,High,10,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000325,Soccer Professional 325,37,F,Soccer,Endurance,167,61,14.0,1374.0,Very High,8,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000326,NFL Weight Gain 326,18,M,NFL,Team Sport,195,88,10.8,2131.0,High,1,Club,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000327,Cycling Casual User 327,36,M,Cycling,Endurance,171,79,7.0,1765.0,Moderate,1,Club,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000328,NFL Elite Athlete 328,29,F,NFL,Team Sport,161,112,20.2,1888.0,Very High,10,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000329,Tennis Professional 329,27,F,Tennis,Power,153,70,18.6,1481.0,Very High,18,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000330,Swimming Amateur Athlete 330,38,M,Swimming,Endurance,200,63,10.8,1677.0,Very High,3,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000331,Boxing Weight Loss 331,26,F,Boxing,Power,169,73,27.8,1544.0,High,5,Club,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000332,Tennis Fitness Enthusiast 332,35,M,Tennis,Power,165,57,8.8,1439.0,High,3,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000333,NFL Professional 333,25,F,NFL,Team Sport,175,122,18.4,2029.0,Very High,8,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000334,Cricket Amateur Athlete 334,24,F,Cricket,Skill,166,59,14.7,1414.0,Very High,8,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000335,Tennis Professional 335,36,M,Tennis,Power,179,71,11.5,1695.0,Very High,14,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000336,Soccer Weight Loss 336,36,F,Soccer,Endurance,159,81,28.1,1555.0,Moderate,6,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000337,Soccer Elite Athlete 337,40,M,Soccer,Endurance,179,77,10.5,1751.0,Very High,17,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000338,Swimming Fitness Enthusiast 338,23,F,Swimming,Endurance,170,61,14.0,1445.0,High,3,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000339,Soccer Elite Athlete 339,33,M,Soccer,Endurance,183,65,9.5,1653.0,Very High,8,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000340,Swimming Elite Athlete 340,19,M,Swimming,Endurance,195,85,8.2,2083.0,Very High,11,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000341,Cricket Elite Athlete 341,30,M,Cricket,Skill,186,80,14.2,1895.0,Very High,16,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000342,Cricket Professional 342,18,F,Cricket,Skill,171,76,20.7,1614.0,Very High,10,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000343,NFL Amateur Athlete 343,36,F,NFL,Team Sport,170,75,17.9,1518.0,High,7,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000344,Tennis Professional 344,24,M,Tennis,Power,167,56,10.2,1510.0,Very High,13,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000345,Cricket Weight Loss 345,32,F,Cricket,Skill,159,79,30.7,1555.0,High,2,Club,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000346,Tennis Weight Loss 346,39,M,Tennis,Power,194,94,22.3,2066.0,Moderate,5,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000347,NBA Elite Athlete 347,21,M,NBA,Team Sport,214,105,8.5,2439.0,Very High,12,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000348,Swimming Amateur Athlete 348,20,F,Swimming,Endurance,181,73,16.3,1594.0,Very High,9,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000349,NBA Elite Athlete 349,40,M,NBA,Team Sport,216,119,10.3,2513.0,Very High,16,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000350,Boxing Professional 350,36,F,Boxing,Power,173,73,14.6,1505.0,Very High,17,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000351,Tennis Fitness Enthusiast 351,18,M,Tennis,Power,192,68,12.9,1841.0,Moderate,2,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000352,Tennis Fitness Enthusiast 352,33,F,Tennis,Power,162,61,14.8,1384.0,Moderate,2,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000353,Swimming Professional 353,34,M,Swimming,Endurance,193,69,10.6,1751.0,Very High,9,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000354,Cycling Amateur Athlete 354,18,M,Cycling,Endurance,177,75,9.1,1862.0,High,4,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000355,Cricket Professional 355,34,M,Cricket,Skill,182,66,9.0,1655.0,Very High,18,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000356,Swimming Elite Athlete 356,30,M,Swimming,Endurance,188,73,5.5,1808.0,Very High,13,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000357,Soccer Elite Athlete 357,18,M,Soccer,Endurance,184,61,7.0,1704.0,Very High,14,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000358,Tennis Elite Athlete 358,31,F,Tennis,Power,154,65,15.1,1417.0,Very High,14,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000359,Cricket Fitness Enthusiast 359,32,M,Cricket,Skill,170,86,15.7,1884.0,High,1,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000360,Soccer Professional 360,20,F,Soccer,Endurance,169,68,19.2,1524.0,Very High,14,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000361,Boxing Fitness Enthusiast 361,21,F,Boxing,Power,168,61,18.5,1451.0,Moderate,6,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000362,NBA Weight Loss 362,28,M,NBA,Team Sport,213,112,22.1,2483.0,Moderate,6,Club,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000363,Cycling Elite Athlete 363,35,F,Cycling,Endurance,165,53,13.9,1303.0,Very High,16,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000364,Boxing Elite Athlete 364,30,M,Boxing,Power,175,55,7.4,1496.0,Very High,10,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000365,NBA Fitness Enthusiast 365,32,M,NBA,Team Sport,196,95,6.2,2137.0,High,3,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000366,Cricket Elite Athlete 366,39,M,Cricket,Skill,190,73,13.1,1758.0,Very High,8,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000367,Cycling Elite Athlete 367,21,F,Cycling,Endurance,169,68,15.6,1520.0,Very High,17,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000368,Cricket Fitness Enthusiast 368,21,F,Cricket,Skill,168,64,22.5,1480.0,High,4,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000369,NBA Amateur Athlete 369,26,M,NBA,Team Sport,195,134,14.9,2709.0,High,4,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000370,Cricket Weight Gain 370,28,F,Cricket,Skill,161,55,13.5,1348.0,High,5,Club,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000371,Cycling Weight Loss 371,25,M,Cycling,Endurance,180,87,16.9,1995.0,Moderate,1,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000372,Cricket Amateur Athlete 372,27,F,Cricket,Skill,166,57,18.2,1381.0,Very High,4,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000373,Swimming Professional 373,27,F,Swimming,Endurance,182,76,12.7,1592.0,Very High,17,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000374,Swimming Weight Gain 374,30,F,Swimming,Endurance,179,50,9.4,1324.0,High,5,Recreational,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000375,Tennis Elite Athlete 375,32,F,Tennis,Power,156,57,13.5,1339.0,Very High,11,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000376,Boxing Amateur Athlete 376,30,F,Boxing,Power,154,73,13.6,1498.0,Very High,3,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000377,Cricket Casual User 377,19,M,Cricket,Skill,183,72,15.0,1844.0,High,5,Club,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000378,Cycling Fitness Enthusiast 378,39,M,Cycling,Endurance,177,77,5.5,1747.0,High,6,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000379,Tennis Fitness Enthusiast 379,29,F,Tennis,Power,172,56,18.9,1373.0,High,6,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000380,Boxing Elite Athlete 380,34,F,Boxing,Power,172,67,13.0,1455.0,Very High,16,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000381,Swimming Fitness Enthusiast 381,30,F,Swimming,Endurance,157,59,12.8,1369.0,High,4,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000382,NBA Amateur Athlete 382,24,M,NBA,Team Sport,193,83,8.3,2011.0,Very High,6,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000383,NFL Amateur Athlete 383,37,F,NFL,Team Sport,178,90,24.6,1672.0,Very High,10,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000384,Cricket Amateur Athlete 384,21,M,Cricket,Skill,171,85,12.2,1949.0,Very High,8,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000385,Cricket Weight Loss 385,36,F,Cricket,Skill,169,70,24.3,1469.0,Moderate,1,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000386,Cricket Amateur Athlete 386,30,F,Cricket,Skill,162,74,18.7,1522.0,Very High,5,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000387,Soccer Amateur Athlete 387,37,F,Soccer,Endurance,161,69,19.1,1440.0,Very High,6,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000388,Cycling Casual User 388,29,M,Cycling,Endurance,177,63,8.9,1623.0,Moderate,6,Club,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000389,Soccer Elite Athlete 389,29,F,Soccer,Endurance,162,68,15.6,1469.0,Very High,15,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000390,Tennis Fitness Enthusiast 390,28,F,Tennis,Power,161,62,17.5,1415.0,Moderate,4,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000391,Boxing Amateur Athlete 391,30,M,Boxing,Power,168,79,6.9,1791.0,Very High,4,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000392,Soccer Amateur Athlete 392,27,F,Soccer,Endurance,162,51,16.6,1316.0,Very High,7,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000393,NFL Amateur Athlete 393,21,M,NFL,Team Sport,186,148,16.1,2890.0,Very High,3,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000394,Swimming Amateur Athlete 394,24,F,Swimming,Endurance,171,54,17.5,1376.0,High,9,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000395,Cricket Casual User 395,31,M,Cricket,Skill,181,84,10.3,1918.0,High,1,Recreational,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000396,Cycling Weight Loss 396,19,F,Cycling,Endurance,165,74,30.0,1579.0,High,6,Club,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000397,NBA Professional 397,22,F,NBA,Team Sport,165,90,20.7,1718.0,Very High,16,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000398,Cricket Professional 398,32,F,Cricket,Skill,173,76,22.6,1552.0,Very High,12,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000399,Cycling Casual User 399,37,M,Cycling,Endurance,184,78,5.2,1810.0,High,5,Club,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000400,Swimming Elite Athlete 400,23,F,Swimming,Endurance,173,68,16.9,1518.0,Very High,16,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000401,Cricket Amateur Athlete 401,40,M,Cricket,Skill,186,69,14.2,1676.0,High,5,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000402,NBA Fitness Enthusiast 402,24,M,NBA,Team Sport,213,121,7.2,2634.0,High,3,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000403,Tennis Professional 403,27,M,Tennis,Power,188,56,9.0,1595.0,Very High,13,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000404,Cricket Elite Athlete 404,37,F,Cricket,Skill,164,68,20.3,1436.0,Very High,12,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000405,NFL Professional 405,18,M,NFL,Team Sport,178,120,14.9,2486.0,Very High,18,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000406,NFL Elite Athlete 406,31,F,NFL,Team Sport,180,125,22.6,2039.0,Very High,12,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000407,Cricket Elite Athlete 407,23,F,Cricket,Skill,165,73,18.9,1551.0,Very High,16,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000408,NFL Elite Athlete 408,34,M,NFL,Team Sport,179,116,10.5,2328.0,Very High,11,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000409,NFL Fitness Enthusiast 409,28,F,NFL,Team Sport,177,98,15.9,1789.0,High,6,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000410,Cricket Amateur Athlete 410,39,F,Cricket,Skill,167,59,20.6,1346.0,High,4,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000411,Cricket Elite Athlete 411,36,M,Cricket,Skill,175,71,9.8,1675.0,Very High,11,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000412,Soccer Weight Gain 412,40,F,Soccer,Endurance,152,44,9.3,1170.0,Moderate,2,Recreational,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000413,Tennis Weight Loss 413,28,F,Tennis,Power,154,90,27.6,1670.0,Moderate,6,Club,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000414,NFL Professional 414,28,F,NFL,Team Sport,189,91,20.5,1744.0,Very High,14,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000415,Boxing Fitness Enthusiast 415,27,F,Boxing,Power,167,68,16.6,1488.0,High,5,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000416,Tennis Amateur Athlete 416,18,F,Tennis,Power,178,53,17.2,1407.0,Very High,8,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000417,NFL Amateur Athlete 417,22,M,NFL,Team Sport,186,104,17.8,2279.0,High,3,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000418,NBA Fitness Enthusiast 418,27,M,NBA,Team Sport,188,88,8.4,2035.0,High,5,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000419,Boxing Professional 419,20,M,Boxing,Power,183,79,11.2,1933.0,Very High,14,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000420,Soccer Professional 420,37,F,Soccer,Endurance,163,62,17.8,1377.0,Very High,16,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000421,Tennis Fitness Enthusiast 421,36,M,Tennis,Power,177,85,10.5,1878.0,Moderate,1,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000422,Cycling Weight Gain 422,40,M,Cycling,Endurance,179,50,1.8,1379.0,Moderate,4,Recreational,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000423,Cricket Weight Gain 423,22,F,Cricket,Skill,165,64,17.8,1469.0,High,1,Club,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000424,Tennis Weight Gain 424,28,F,Tennis,Power,164,51,11.7,1315.0,High,6,Recreational,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000425,Cricket Amateur Athlete 425,22,F,Cricket,Skill,166,66,16.5,1490.0,Very High,6,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000426,Swimming Weight Gain 426,27,M,Swimming,Endurance,193,51,3.5,1551.0,Moderate,6,Club,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000427,Swimming Casual User 427,20,F,Swimming,Endurance,161,59,17.8,1424.0,High,5,Club,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000428,NBA Elite Athlete 428,39,M,NBA,Team Sport,182,130,6.4,2501.0,Very High,14,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000429,Boxing Professional 429,39,M,Boxing,Power,172,67,8.2,1585.0,Very High,16,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000430,Boxing Fitness Enthusiast 430,27,F,Boxing,Power,152,59,16.7,1374.0,Moderate,1,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000431,NBA Amateur Athlete 431,38,M,NBA,Team Sport,187,84,15.0,1901.0,High,8,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000432,Boxing Amateur Athlete 432,37,F,Boxing,Power,170,76,11.9,1523.0,Very High,10,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000433,NFL Professional 433,37,F,NFL,Team Sport,187,131,13.6,2081.0,Very High,12,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000434,NBA Fitness Enthusiast 434,20,M,NBA,Team Sport,190,136,7.8,2752.0,Moderate,4,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000435,Swimming Amateur Athlete 435,26,F,Swimming,Endurance,164,68,13.6,1487.0,Very High,7,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000436,NFL Amateur Athlete 436,28,F,NFL,Team Sport,161,132,15.2,2084.0,Very High,6,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000437,Swimming Amateur Athlete 437,39,M,Swimming,Endurance,174,82,9.5,1801.0,High,6,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000438,NBA Amateur Athlete 438,35,F,NBA,Team Sport,187,98,19.4,1775.0,Very High,4,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000439,Boxing Amateur Athlete 439,40,M,Boxing,Power,170,74,9.4,1664.0,Very High,10,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000440,NBA Fitness Enthusiast 440,22,M,NBA,Team Sport,202,96,10.2,2249.0,High,4,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000441,Boxing Professional 441,33,F,Boxing,Power,158,59,16.2,1357.0,Very High,13,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000442,Tennis Elite Athlete 442,22,F,Tennis,Power,171,60,14.5,1442.0,Very High,9,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000443,Swimming Professional 443,25,F,Swimming,Endurance,176,53,18.5,1371.0,Very High,9,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
