performance_id,athlete_id,assessment_date,performance_score,improvement_percentage,nutrition_adherence,recovery_score_avg,sleep_hours_avg,user_scenario,sport_league
PERF00002734,ATH000553,2024-12-13,89.0,-0.41,1.0,71.9,7.9,amateur_athlete,Cricket
PERF00002735,ATH000554,2022-01-13,97.2,-0.95,1.0,69.0,8.7,professional,Boxing
PERF00002736,ATH000554,2022-11-05,93.8,-3.37,1.0,69.4,8.0,professional,Boxing
PERF00002737,ATH000554,2023-05-24,94.9,1.09,1.0,73.4,8.0,professional,Boxing
PERF00002738,ATH000554,2024-05-22,93.6,-1.33,1.0,70.0,7.9,professional,Boxing
PERF00002739,ATH000554,2024-12-04,93.2,-0.43,1.0,67.7,8.0,professional,Boxing
PERF00002740,ATH000555,2022-01-01,84.0,0.83,1.0,70.0,7.0,amateur_athlete,Tennis
PERF00002741,ATH000555,2022-08-23,88.9,4.86,1.0,70.0,8.0,amateur_athlete,Tennis
PERF00002742,ATH000555,2023-03-28,89.9,1.01,1.0,69.0,8.2,amateur_athlete,Tennis
PERF00002743,ATH000555,2024-04-14,89.9,-0.01,1.0,68.4,8.3,amateur_athlete,Tennis
PERF00002744,ATH000555,2024-12-15,89.8,-0.09,1.0,68.4,8.3,amateur_athlete,Tennis
PERF00002745,ATH000556,2022-01-23,54.0,4.59,0.0,70.0,7.0,weight_loss,Soccer
PERF00002746,ATH000556,2023-01-03,75.8,21.8,0.57,70.3,7.9,weight_loss,Soccer
PERF00002747,ATH000556,2023-04-22,77.1,1.33,0.57,70.4,8.2,weight_loss,Soccer
PERF00002748,ATH000556,2024-01-23,76.0,-1.11,0.57,70.4,7.9,weight_loss,Soccer
PERF00002749,ATH000556,2024-10-28,68.1,-7.9,0.29,70.6,8.1,weight_loss,Soccer
PERF00002750,ATH000557,2022-01-14,89.0,4.71,1.0,70.0,7.0,professional,Tennis
PERF00002751,ATH000557,2022-08-08,95.2,6.2,1.0,73.3,8.0,professional,Tennis
PERF00002752,ATH000557,2023-08-03,94.4,-0.83,1.0,76.0,7.7,professional,Tennis
PERF00002753,ATH000557,2024-02-04,95.1,0.74,1.0,75.0,7.9,professional,Tennis
PERF00002754,ATH000557,2024-09-22,96.4,1.33,1.0,73.6,8.3,professional,Tennis
PERF00002755,ATH000558,2022-03-07,98.4,2.39,1.0,74.5,7.6,elite_athlete,NFL
PERF00002756,ATH000558,2023-04-11,99.4,1.04,1.0,71.7,8.0,elite_athlete,NFL
PERF00002757,ATH000558,2023-12-26,100.0,0.6,1.0,72.7,8.3,elite_athlete,NFL
PERF00002758,ATH000558,2024-05-31,100.0,0.0,1.0,75.6,8.0,elite_athlete,NFL
PERF00002759,ATH000558,2024-12-01,100.0,0.0,1.0,76.9,8.1,elite_athlete,NFL
PERF00002760,ATH000559,2022-01-26,84.0,4.04,1.0,70.0,7.0,amateur_athlete,Soccer
PERF00002761,ATH000559,2022-08-31,88.7,4.69,1.0,70.9,7.9,amateur_athlete,Soccer
PERF00002762,ATH000559,2023-05-22,80.9,-7.8,0.71,72.3,8.0,amateur_athlete,Soccer
PERF00002763,ATH000559,2024-04-30,79.5,-1.37,0.71,72.0,7.7,amateur_athlete,Soccer
PERF00002764,ATH000559,2024-10-12,80.5,0.97,0.71,71.6,7.9,amateur_athlete,Soccer
PERF00002765,ATH000560,2022-01-14,83.6,-0.92,1.0,82.0,7.2,fitness_enthusiast,Soccer
PERF00002766,ATH000560,2022-08-28,83.9,0.33,1.0,73.6,7.8,fitness_enthusiast,Soccer
PERF00002767,ATH000560,2023-07-09,84.0,0.1,1.0,72.1,7.9,fitness_enthusiast,Soccer
PERF00002768,ATH000560,2024-04-04,85.0,0.99,1.0,70.4,8.2,fitness_enthusiast,Soccer
PERF00002769,ATH000560,2024-08-21,68.8,-16.23,0.43,71.1,8.3,fitness_enthusiast,Soccer
PERF00002770,ATH000561,2022-03-05,83.6,1.04,1.0,72.0,7.8,fitness_enthusiast,Swimming
PERF00002771,ATH000561,2022-07-16,73.6,-9.99,0.71,69.4,7.7,fitness_enthusiast,Swimming
PERF00002772,ATH000561,2023-05-29,69.7,-3.87,0.57,68.1,7.8,fitness_enthusiast,Swimming
PERF00002773,ATH000561,2024-01-05,74.7,4.96,0.71,68.1,8.0,fitness_enthusiast,Swimming
PERF00002774,ATH000561,2024-08-11,74.6,-0.09,0.71,67.3,8.0,fitness_enthusiast,Swimming
PERF00002775,ATH000562,2022-08-20,94.1,1.73,1.0,74.7,8.7,amateur_athlete,NBA
PERF00002776,ATH000562,2023-04-22,77.8,-16.29,0.57,72.0,8.2,amateur_athlete,NBA
PERF00002777,ATH000562,2023-11-29,75.0,-2.77,0.43,74.9,8.3,amateur_athlete,NBA
PERF00002778,ATH000562,2024-06-17,76.3,1.27,0.43,76.9,8.5,amateur_athlete,NBA
PERF00002779,ATH000562,2024-11-30,76.1,-0.24,0.43,75.4,8.5,amateur_athlete,NBA
PERF00002780,ATH000563,2022-01-03,96.7,4.19,1.0,84.0,8.7,amateur_athlete,Cycling
PERF00002781,ATH000563,2022-09-12,78.6,-18.11,0.71,66.7,7.8,amateur_athlete,Cycling
PERF00002782,ATH000563,2023-04-17,80.0,1.36,0.71,67.7,8.0,amateur_athlete,Cycling
PERF00002783,ATH000563,2024-02-24,88.7,8.69,1.0,70.9,7.9,amateur_athlete,Cycling
PERF00002784,ATH000563,2024-12-27,89.2,0.51,1.0,73.6,7.8,amateur_athlete,Cycling
PERF00002785,ATH000564,2022-01-24,84.8,4.93,1.0,61.0,7.7,amateur_athlete,NBA
PERF00002786,ATH000564,2022-10-25,87.3,2.54,1.0,69.0,7.7,amateur_athlete,NBA
PERF00002787,ATH000564,2023-11-01,87.0,-0.31,1.0,66.9,7.8,amateur_athlete,NBA
PERF00002788,ATH000564,2024-06-26,89.5,2.5,1.0,70.7,8.1,amateur_athlete,NBA
PERF00002789,ATH000564,2024-12-29,89.5,0.0,1.0,70.7,8.1,amateur_athlete,NBA
PERF00002790,ATH000565,2022-01-22,57.6,4.52,0.0,62.0,7.2,professional,Tennis
PERF00002791,ATH000565,2022-11-06,93.6,36.01,1.0,74.4,7.7,professional,Tennis
PERF00002792,ATH000565,2023-03-26,94.8,1.23,1.0,75.9,7.8,professional,Tennis
PERF00002793,ATH000565,2023-09-25,94.8,0.03,1.0,75.9,7.8,professional,Tennis
PERF00002794,ATH000565,2024-10-06,97.0,2.24,1.0,75.1,8.3,professional,Tennis
PERF00002795,ATH000566,2022-01-02,79.0,2.88,1.0,70.0,7.0,fitness_enthusiast,Soccer
PERF00002796,ATH000566,2022-11-16,76.8,-2.23,0.71,70.4,8.2,fitness_enthusiast,Soccer
PERF00002797,ATH000566,2023-07-08,79.4,2.63,0.71,73.6,8.6,fitness_enthusiast,Soccer
PERF00002798,ATH000566,2024-03-27,86.3,6.93,1.0,70.1,8.5,fitness_enthusiast,Soccer
PERF00002799,ATH000566,2024-11-08,86.4,0.14,1.0,70.3,8.5,fitness_enthusiast,Soccer
PERF00002800,ATH000567,2022-01-22,90.5,-1.33,1.0,80.0,8.7,fitness_enthusiast,Boxing
PERF00002801,ATH000567,2022-08-06,81.6,-8.93,0.86,73.6,8.2,fitness_enthusiast,Boxing
PERF00002802,ATH000567,2023-04-08,84.3,2.74,1.0,72.6,7.9,fitness_enthusiast,Boxing
PERF00002803,ATH000567,2023-12-27,84.8,0.51,1.0,73.4,8.0,fitness_enthusiast,Boxing
PERF00002804,ATH000567,2024-08-18,84.2,-0.59,1.0,72.9,7.9,fitness_enthusiast,Boxing
PERF00002805,ATH000568,2022-02-06,96.9,-0.22,1.0,78.0,8.1,professional,Tennis
PERF00002806,ATH000568,2023-01-30,95.9,-1.03,1.0,76.0,8.0,professional,Tennis
PERF00002807,ATH000568,2023-10-30,95.6,-0.34,1.0,75.4,8.0,professional,Tennis
PERF00002808,ATH000568,2024-04-29,94.8,-0.84,1.0,69.4,8.2,professional,Tennis
PERF00002809,ATH000568,2024-08-18,94.7,-0.09,1.0,67.9,8.3,professional,Tennis
PERF00002810,ATH000569,2022-03-12,97.1,0.78,1.0,77.0,8.2,professional,NFL
PERF00002811,ATH000569,2022-11-18,94.8,-2.31,1.0,76.4,7.8,professional,NFL
PERF00002812,ATH000569,2023-05-29,94.6,-0.21,1.0,77.4,7.7,professional,NFL
PERF00002813,ATH000569,2024-04-25,94.5,-0.14,1.0,77.7,7.6,professional,NFL
PERF00002814,ATH000569,2024-12-15,93.6,-0.86,1.0,74.3,7.7,professional,NFL
PERF00002815,ATH000570,2022-01-30,54.0,0.22,0.0,70.0,7.0,amateur_athlete,NBA
PERF00002816,ATH000570,2022-07-31,89.8,35.8,1.0,71.7,8.1,amateur_athlete,NBA
PERF00002817,ATH000570,2023-05-10,88.9,-0.86,1.0,73.1,7.8,amateur_athlete,NBA
PERF00002818,ATH000570,2024-04-02,90.3,1.37,1.0,74.7,8.0,amateur_athlete,NBA
PERF00002819,ATH000570,2024-12-12,89.9,-0.43,1.0,73.9,7.9,amateur_athlete,NBA
PERF00002820,ATH000571,2022-01-08,90.6,-0.2,1.0,62.0,7.8,professional,Cricket
PERF00002821,ATH000571,2023-02-03,92.8,2.2,1.0,68.1,7.9,professional,Cricket
PERF00002822,ATH000571,2023-07-19,94.6,1.81,1.0,72.3,8.0,professional,Cricket
PERF00002823,ATH000571,2024-05-13,94.7,0.14,1.0,74.9,7.9,professional,Cricket
PERF00002824,ATH000571,2024-10-18,95.9,1.21,1.0,76.1,8.0,professional,Cricket
PERF00002825,ATH000572,2022-02-05,83.6,1.59,1.0,70.5,7.9,fitness_enthusiast,NFL
PERF00002826,ATH000572,2022-11-11,82.3,-1.26,1.0,71.1,7.6,fitness_enthusiast,NFL
PERF00002827,ATH000572,2023-11-12,83.5,1.23,1.0,73.4,7.7,fitness_enthusiast,NFL
PERF00002828,ATH000572,2024-05-27,83.9,0.36,1.0,72.1,7.8,fitness_enthusiast,NFL
PERF00002829,ATH000572,2024-12-03,84.1,0.2,1.0,72.7,7.9,fitness_enthusiast,NFL
PERF00002830,ATH000573,2022-01-08,91.2,0.71,1.0,63.0,7.8,professional,Tennis
PERF00002831,ATH000573,2023-01-30,94.5,3.31,1.0,74.6,7.8,professional,Tennis
PERF00002832,ATH000573,2023-09-19,95.1,0.59,1.0,74.6,7.9,professional,Tennis
PERF00002833,ATH000573,2024-03-11,94.5,-0.57,1.0,70.6,8.1,professional,Tennis
PERF00002834,ATH000574,2022-02-08,59.9,0.78,0.0,78.0,7.7,amateur_athlete,NBA
PERF00002835,ATH000574,2022-07-18,84.1,24.17,0.86,74.3,7.6,amateur_athlete,NBA
PERF00002836,ATH000574,2023-08-22,86.9,2.83,0.86,75.7,8.1,amateur_athlete,NBA
PERF00002837,ATH000574,2024-03-21,85.5,-1.4,0.86,72.1,8.0,amateur_athlete,NBA
PERF00002838,ATH000574,2024-11-16,86.6,1.13,0.86,71.9,8.3,amateur_athlete,NBA
PERF00002839,ATH000575,2022-02-02,91.9,1.03,1.0,69.0,8.6,weight_loss,Cycling
PERF00002840,ATH000575,2022-10-25,81.0,-10.89,0.71,71.0,8.1,weight_loss,Cycling
PERF00002841,ATH000575,2023-05-26,60.6,-20.37,0.0,71.9,8.2,weight_loss,Cycling
PERF00002842,ATH000575,2024-01-22,64.8,4.24,0.14,72.6,8.2,weight_loss,Cycling
PERF00002843,ATH000575,2024-11-22,63.4,-1.36,0.14,71.7,7.9,weight_loss,Cycling
PERF00002844,ATH000576,2022-01-06,76.7,4.13,1.0,64.0,7.9,casual_user,Cycling
PERF00002845,ATH000576,2022-08-07,79.7,2.96,1.0,74.6,7.9,casual_user,Cycling
PERF00002846,ATH000576,2023-06-26,67.6,-12.07,0.57,75.4,8.0,casual_user,Cycling
PERF00002847,ATH000576,2024-02-04,50.4,-17.16,0.0,73.1,8.1,casual_user,Cycling
PERF00002848,ATH000576,2024-12-27,72.5,22.06,0.71,74.1,8.2,casual_user,Cycling
PERF00002849,ATH000577,2022-03-10,99.5,0.16,1.0,80.0,8.5,professional,NBA
PERF00002850,ATH000577,2022-10-14,96.4,-3.13,1.0,75.3,8.2,professional,NBA
PERF00002851,ATH000577,2023-05-21,95.9,-0.5,1.0,73.7,8.2,professional,NBA
PERF00002852,ATH000577,2024-02-04,95.3,-0.57,1.0,74.4,8.0,professional,NBA
PERF00002853,ATH000577,2024-12-07,95.5,0.2,1.0,72.9,8.1,professional,NBA
PERF00002854,ATH000578,2022-02-28,81.6,0.5,1.0,73.0,7.3,fitness_enthusiast,NFL
PERF00002855,ATH000578,2022-11-11,76.0,-5.6,0.71,74.3,7.9,fitness_enthusiast,NFL
PERF00002856,ATH000578,2023-10-08,82.0,5.97,0.86,75.1,8.1,fitness_enthusiast,NFL
PERF00002857,ATH000578,2024-07-11,82.8,0.8,0.86,73.9,8.4,fitness_enthusiast,NFL
PERF00002858,ATH000578,2024-11-07,87.1,4.29,1.0,73.9,8.4,fitness_enthusiast,NFL
PERF00002859,ATH000579,2022-03-16,92.9,-1.27,1.0,73.0,7.6,professional,Cycling
PERF00002860,ATH000579,2022-09-28,94.0,1.11,1.0,71.7,7.9,professional,Cycling
PERF00002861,ATH000579,2023-04-01,95.1,1.06,1.0,75.4,7.9,professional,Cycling
PERF00002862,ATH000579,2023-07-28,84.2,-10.89,0.71,72.1,7.6,professional,Cycling
PERF00002863,ATH000579,2024-03-29,85.3,1.06,0.71,73.0,7.8,professional,Cycling
PERF00002864,ATH000580,2022-03-26,94.6,2.48,1.0,65.3,7.4,elite_athlete,Tennis
PERF00002865,ATH000580,2022-12-16,97.7,3.09,1.0,70.1,7.7,elite_athlete,Tennis
PERF00002866,ATH000580,2023-04-16,97.7,0.03,1.0,69.6,7.8,elite_athlete,Tennis
PERF00002867,ATH000580,2023-11-24,99.0,1.26,1.0,72.0,7.9,elite_athlete,Tennis
PERF00002868,ATH000580,2024-11-26,99.7,0.69,1.0,72.3,8.0,elite_athlete,Tennis
PERF00002869,ATH000581,2022-02-23,92.4,1.74,1.0,78.0,8.2,amateur_athlete,Tennis
PERF00002870,ATH000581,2022-11-23,86.6,-5.8,1.0,64.9,7.8,amateur_athlete,Tennis
PERF00002871,ATH000581,2023-08-26,87.6,0.97,1.0,67.1,7.9,amateur_athlete,Tennis
PERF00002872,ATH000581,2024-02-12,74.3,-13.27,0.57,67.3,7.8,amateur_athlete,Tennis
PERF00002873,ATH000582,2022-01-01,54.0,4.88,0.0,70.0,7.0,weight_gain,Cricket
PERF00002874,ATH000582,2022-09-01,73.2,19.24,0.43,72.0,8.2,weight_gain,Cricket
PERF00002875,ATH000582,2023-06-20,76.8,3.57,0.57,71.1,8.1,weight_gain,Cricket
PERF00002876,ATH000582,2024-02-07,78.2,1.43,0.57,76.7,8.0,weight_gain,Cricket
PERF00002877,ATH000582,2024-10-29,90.6,12.36,1.0,76.1,7.9,weight_gain,Cricket
PERF00002878,ATH000583,2022-01-29,87.3,0.31,1.0,76.0,7.3,amateur_athlete,NBA
PERF00002879,ATH000583,2022-07-15,89.8,2.5,1.0,76.0,7.8,amateur_athlete,NBA
PERF00002880,ATH000583,2022-12-01,91.5,1.67,1.0,75.9,8.1,amateur_athlete,NBA
PERF00002881,ATH000583,2024-01-10,88.8,-2.73,1.0,71.1,7.9,amateur_athlete,NBA
PERF00002882,ATH000583,2024-08-23,89.0,0.16,1.0,72.7,7.8,amateur_athlete,NBA
PERF00002883,ATH000584,2022-01-29,90.2,2.54,1.0,69.0,8.3,weight_gain,Cycling
PERF00002884,ATH000584,2022-08-30,81.5,-8.67,0.71,72.8,8.0,weight_gain,Cycling
PERF00002885,ATH000584,2023-03-15,80.7,-0.8,0.71,71.9,7.9,weight_gain,Cycling
PERF00002886,ATH000584,2024-01-08,84.6,3.89,0.71,78.1,8.3,weight_gain,Cycling
PERF00002887,ATH000584,2024-12-05,84.4,-0.23,0.71,76.0,8.4,weight_gain,Cycling
PERF00002888,ATH000585,2022-01-06,94.6,2.75,1.0,82.0,7.4,professional,Tennis
PERF00002889,ATH000585,2022-08-08,93.2,-1.36,1.0,73.4,7.6,professional,Tennis
PERF00002890,ATH000585,2023-10-04,93.0,-0.19,1.0,70.3,7.8,professional,Tennis
PERF00002891,ATH000585,2024-03-10,95.3,2.34,1.0,71.1,8.2,professional,Tennis
PERF00002892,ATH000585,2024-10-09,95.3,0.04,1.0,71.1,8.2,professional,Tennis
PERF00002893,ATH000586,2022-01-22,100.0,4.61,1.0,65.0,8.5,elite_athlete,Boxing
PERF00002894,ATH000586,2022-09-18,99.0,-0.96,1.0,72.3,7.9,elite_athlete,Boxing
PERF00002895,ATH000586,2023-09-02,99.7,0.69,1.0,73.7,7.9,elite_athlete,Boxing
PERF00002896,ATH000586,2024-05-28,100.0,0.3,1.0,73.9,8.1,elite_athlete,Boxing
PERF00002897,ATH000587,2022-01-26,94.0,2.45,1.0,70.0,7.0,elite_athlete,Swimming
PERF00002898,ATH000587,2022-08-15,100.0,6.0,1.0,71.4,8.4,elite_athlete,Swimming
PERF00002899,ATH000587,2023-06-15,98.8,-1.17,1.0,68.7,8.0,elite_athlete,Swimming
PERF00002900,ATH000587,2024-04-30,100.0,1.2,1.0,70.3,8.3,elite_athlete,Swimming
PERF00002901,ATH000587,2024-12-27,100.0,0.0,1.0,71.3,8.3,elite_athlete,Swimming
PERF00002902,ATH000588,2022-01-11,84.0,-1.13,1.0,70.0,7.0,amateur_athlete,Cycling
PERF00002903,ATH000588,2022-10-30,89.7,5.74,1.0,74.1,7.9,amateur_athlete,Cycling
PERF00002904,ATH000588,2023-06-30,78.2,-11.53,0.57,74.1,8.2,amateur_athlete,Cycling
PERF00002905,ATH000588,2023-12-11,75.7,-2.49,0.57,70.0,7.9,amateur_athlete,Cycling
PERF00002906,ATH000588,2024-11-08,90.3,14.6,1.0,72.4,8.1,amateur_athlete,Cycling
PERF00002907,ATH000589,2022-02-11,53.7,3.61,0.0,74.0,8.7,casual_user,Cycling
PERF00002908,ATH000589,2022-08-27,50.4,-3.29,0.0,75.4,8.0,casual_user,Cycling
PERF00002909,ATH000589,2023-09-12,49.0,-1.41,0.0,74.0,7.8,casual_user,Cycling
PERF00002910,ATH000589,2024-03-28,48.2,-0.77,0.0,71.0,7.8,casual_user,Cycling
PERF00002911,ATH000589,2024-12-28,48.0,-0.23,0.0,70.9,7.7,casual_user,Cycling
PERF00002912,ATH000590,2022-02-24,60.2,0.95,0.0,80.0,8.6,fitness_enthusiast,Cricket
PERF00002913,ATH000590,2022-11-04,55.7,-4.53,0.0,72.7,8.2,fitness_enthusiast,Cricket
PERF00002914,ATH000590,2023-08-02,56.1,0.36,0.0,71.9,8.3,fitness_enthusiast,Cricket
PERF00002915,ATH000590,2024-02-29,54.4,-1.73,0.0,75.3,7.8,fitness_enthusiast,Cricket
PERF00002916,ATH000590,2024-11-08,85.0,30.64,1.0,75.1,7.9,fitness_enthusiast,Cricket
PERF00002917,ATH000591,2022-01-10,63.8,0.98,0.0,71.0,7.9,professional,Cricket
PERF00002918,ATH000591,2022-06-09,86.6,22.76,0.71,73.3,8.0,professional,Cricket
PERF00002919,ATH000591,2023-02-20,87.2,0.61,0.71,75.7,8.0,professional,Cricket
PERF00002920,ATH000591,2024-02-01,87.2,-0.04,0.71,74.6,8.1,professional,Cricket
PERF00002921,ATH000591,2024-11-05,87.3,0.1,0.71,75.3,8.1,professional,Cricket
PERF00002922,ATH000592,2022-01-26,96.1,4.73,1.0,77.0,8.0,professional,Soccer
PERF00002923,ATH000592,2022-08-02,97.2,1.07,1.0,79.9,8.0,professional,Soccer
PERF00002924,ATH000592,2023-06-27,96.0,-1.24,1.0,77.7,7.9,professional,Soccer
PERF00002925,ATH000592,2024-06-01,95.8,-0.2,1.0,77.4,7.9,professional,Soccer
PERF00002926,ATH000592,2024-12-30,95.8,0.0,1.0,77.4,7.9,professional,Soccer
PERF00002927,ATH000593,2022-01-09,74.0,3.72,1.0,70.0,7.0,casual_user,Soccer
PERF00002928,ATH000593,2022-11-07,62.1,-11.86,0.43,70.0,8.1,casual_user,Soccer
PERF00002929,ATH000593,2023-04-23,63.2,1.07,0.43,72.0,8.1,casual_user,Soccer
PERF00002930,ATH000593,2023-12-06,61.5,-1.73,0.43,72.3,7.8,casual_user,Soccer
PERF00002931,ATH000593,2024-11-01,62.5,0.96,0.43,72.7,8.0,casual_user,Soccer
PERF00002932,ATH000594,2022-01-02,84.0,1.18,1.0,70.0,7.0,amateur_athlete,Boxing
PERF00002933,ATH000594,2022-12-18,89.4,5.44,1.0,68.9,8.2,amateur_athlete,Boxing
PERF00002934,ATH000594,2023-08-30,91.8,2.39,1.0,75.7,8.2,amateur_athlete,Boxing
PERF00002935,ATH000594,2024-01-17,89.5,-2.27,1.0,71.3,8.0,amateur_athlete,Boxing
PERF00002936,ATH000594,2024-08-27,80.7,-8.79,0.71,72.9,7.9,amateur_athlete,Boxing
PERF00002937,ATH000595,2022-04-05,84.9,1.71,1.0,63.0,7.6,amateur_athlete,NBA
PERF00002938,ATH000595,2022-11-12,90.1,5.17,1.0,72.1,8.1,amateur_athlete,NBA
PERF00002939,ATH000595,2023-09-21,76.4,-13.74,0.57,68.6,8.1,amateur_athlete,NBA
PERF00002940,ATH000595,2024-02-01,87.6,11.16,1.0,66.9,7.9,amateur_athlete,NBA
PERF00002941,ATH000595,2024-10-03,88.7,1.06,1.0,66.7,8.1,amateur_athlete,NBA
PERF00002942,ATH000596,2022-02-01,87.1,4.53,1.0,72.0,8.5,fitness_enthusiast,Cricket
PERF00002943,ATH000596,2022-10-02,75.7,-11.4,0.71,72.6,7.9,fitness_enthusiast,Cricket
PERF00002944,ATH000596,2023-09-11,75.7,0.03,0.71,75.3,7.7,fitness_enthusiast,Cricket
PERF00002945,ATH000596,2024-01-10,72.6,-3.14,0.57,72.6,8.1,fitness_enthusiast,Cricket
PERF00002946,ATH000596,2024-12-19,72.1,-0.54,0.57,74.0,7.9,fitness_enthusiast,Cricket
PERF00002947,ATH000597,2022-01-04,95.2,-0.51,1.0,69.0,7.3,elite_athlete,NBA
PERF00002948,ATH000597,2022-08-20,100.0,4.8,1.0,74.7,8.1,elite_athlete,NBA
PERF00002949,ATH000597,2023-04-12,100.0,0.0,1.0,73.9,8.3,elite_athlete,NBA
PERF00002950,ATH000597,2023-11-16,100.0,0.0,1.0,75.1,8.2,elite_athlete,NBA
PERF00002951,ATH000597,2024-12-07,100.0,0.0,1.0,72.0,8.3,elite_athlete,NBA
PERF00002952,ATH000598,2022-01-12,91.1,-0.17,1.0,72.0,7.3,professional,Cricket
PERF00002953,ATH000598,2022-11-08,88.3,-2.77,0.86,70.9,7.7,professional,Cricket
PERF00002954,ATH000598,2023-09-01,89.0,0.69,0.86,69.0,7.9,professional,Cricket
PERF00002955,ATH000598,2024-07-21,92.4,3.39,0.86,78.4,8.0,professional,Cricket
PERF00002956,ATH000598,2024-12-19,92.0,-0.39,0.86,76.0,8.1,professional,Cricket
PERF00002957,ATH000599,2022-01-06,87.8,2.56,1.0,71.0,7.7,amateur_athlete,Swimming
PERF00002958,ATH000599,2023-04-23,75.9,-11.9,0.57,70.1,7.9,amateur_athlete,Swimming
PERF00002959,ATH000599,2024-01-01,75.9,0.0,0.57,70.1,7.9,amateur_athlete,Swimming
PERF00002960,ATH000599,2024-06-23,75.8,-0.07,0.57,70.1,7.9,amateur_athlete,Swimming
PERF00002961,ATH000599,2024-12-08,84.5,8.74,0.86,70.9,7.9,amateur_athlete,Swimming
PERF00002962,ATH000600,2022-04-15,93.1,4.37,1.0,72.0,8.7,weight_loss,Cycling
PERF00002963,ATH000600,2022-08-07,84.0,-9.1,0.71,75.7,8.4,weight_loss,Cycling
PERF00002964,ATH000600,2023-04-11,82.6,-1.39,0.71,73.7,8.2,weight_loss,Cycling
PERF00002965,ATH000600,2023-09-30,83.7,1.11,0.71,73.6,8.4,weight_loss,Cycling
PERF00002966,ATH000600,2024-06-17,91.8,8.11,1.0,76.3,8.2,weight_loss,Cycling
PERF00002967,ATH000601,2022-01-02,84.0,-1.02,1.0,70.0,7.0,amateur_athlete,Soccer
PERF00002968,ATH000601,2022-04-16,89.8,5.84,1.0,72.8,8.0,amateur_athlete,Soccer
PERF00002969,ATH000601,2023-04-21,90.3,0.49,1.0,74.3,8.0,amateur_athlete,Soccer
PERF00002970,ATH000601,2023-12-09,90.9,0.64,1.0,78.9,7.9,amateur_athlete,Soccer
PERF00002971,ATH000601,2024-10-10,90.1,-0.81,1.0,73.9,8.0,amateur_athlete,Soccer
PERF00002972,ATH000602,2022-02-09,100.0,1.12,1.0,73.0,8.4,elite_athlete,Tennis
PERF00002973,ATH000602,2022-10-07,100.0,0.0,1.0,74.0,8.3,elite_athlete,Tennis
PERF00002974,ATH000602,2023-05-03,100.0,0.0,1.0,75.9,7.9,elite_athlete,Tennis
PERF00002975,ATH000602,2023-11-26,100.0,0.0,1.0,74.6,7.9,elite_athlete,Tennis
PERF00002976,ATH000602,2024-06-21,100.0,0.0,1.0,78.7,8.1,elite_athlete,Tennis
PERF00002977,ATH000603,2022-01-02,49.0,-1.62,0.0,70.0,7.0,fitness_enthusiast,Boxing
PERF00002978,ATH000603,2022-09-24,77.5,28.46,0.71,71.3,8.3,fitness_enthusiast,Boxing
PERF00002979,ATH000603,2023-05-26,75.7,-1.77,0.71,72.4,7.9,fitness_enthusiast,Boxing
PERF00002980,ATH000603,2024-03-23,75.2,-0.54,0.71,73.1,7.8,fitness_enthusiast,Boxing
PERF00002981,ATH000603,2024-11-26,75.9,0.74,0.71,75.3,7.8,fitness_enthusiast,Boxing
PERF00002982,ATH000604,2022-01-29,61.8,-1.99,0.0,81.0,8.9,fitness_enthusiast,Cycling
PERF00002983,ATH000604,2022-12-03,75.3,13.47,0.71,69.7,8.0,fitness_enthusiast,Cycling
PERF00002984,ATH000604,2023-06-07,75.8,0.53,0.71,72.3,7.9,fitness_enthusiast,Cycling
PERF00002985,ATH000604,2023-12-05,74.7,-1.07,0.71,69.6,7.9,fitness_enthusiast,Cycling
PERF00002986,ATH000605,2022-02-08,94.4,-1.63,1.0,83.0,8.3,amateur_athlete,Cricket
PERF00002987,ATH000605,2022-10-23,82.6,-11.81,0.71,76.7,8.0,amateur_athlete,Cricket
PERF00002988,ATH000605,2023-06-01,82.4,-0.21,0.71,77.7,7.9,amateur_athlete,Cricket
PERF00002989,ATH000605,2024-01-13,81.4,-1.0,0.71,70.9,8.1,amateur_athlete,Cricket
PERF00002990,ATH000605,2024-09-28,88.5,7.11,1.0,69.6,7.9,amateur_athlete,Cricket
PERF00002991,ATH000606,2022-01-21,87.8,3.71,1.0,81.0,7.1,amateur_athlete,NFL
PERF00002992,ATH000606,2023-01-27,80.0,-7.8,0.71,70.0,7.9,amateur_athlete,NFL
PERF00002993,ATH000606,2023-08-11,89.9,9.87,1.0,69.6,8.2,amateur_athlete,NFL
PERF00002994,ATH000606,2024-06-08,87.6,-2.26,1.0,67.9,7.9,amateur_athlete,NFL
PERF00002995,ATH000606,2024-11-20,89.1,1.49,1.0,68.1,8.1,amateur_athlete,NFL
PERF00002996,ATH000607,2022-01-11,74.0,3.93,1.0,70.0,7.0,casual_user,Tennis
PERF00002997,ATH000607,2022-07-29,76.5,2.54,0.86,73.7,8.1,casual_user,Tennis
PERF00002998,ATH000607,2023-08-17,80.5,3.96,1.0,74.1,8.0,casual_user,Tennis
PERF00002999,ATH000607,2024-04-03,66.3,-14.23,0.57,71.9,7.9,casual_user,Tennis
PERF00003000,ATH000607,2024-09-26,49.4,-16.94,0.0,67.9,8.2,casual_user,Tennis
PERF00003001,ATH000608,2022-01-07,79.0,-1.33,1.0,70.0,7.0,fitness_enthusiast,Cricket
