record_id,athlete_id,date,device_type,daily_steps,active_minutes,calories_burned_device,avg_heart_rate,max_heart_rate,resting_heart_rate,sleep_hours,sleep_quality_score,stress_score,recovery_score,is_training_day,user_scenario
WEAR00013991,ATH000350,2023-10-10,Apple Watch,9630,137,1384,151,158,60,8.6,87.3,46,79,True,professional
WEAR00013992,ATH000350,2024-08-27,Apple Watch,10400,155,2157,149,159,54,7.5,73.4,42,65,True,professional
WEAR00013993,ATH000350,2023-02-19,Apple Watch,14274,195,2723,140,163,65,7.7,84.5,36,73,True,professional
WEAR00013994,ATH000350,2022-08-05,Fitbit,14716,261,3583,139,163,51,7.8,73.4,31,69,True,professional
WEAR00013995,ATH000350,2022-02-14,Garmin,12714,196,2585,155,157,64,7.2,70.2,41,77,True,professional
WEAR00013996,ATH000350,2023-03-23,Garmin,11616,202,3437,139,160,60,7.2,72.0,42,60,True,professional
WEAR00013997,ATH000350,2024-02-09,Fitbit,10551,160,1412,140,164,48,7.3,73.0,41,63,True,professional
WEAR00013998,ATH000350,2023-03-10,Fitbit,8267,151,1446,155,157,50,8.9,94.9,37,73,True,professional
WEAR00013999,ATH000350,2022-12-19,Fitbit,9038,283,3731,141,157,50,7.0,82.4,34,74,True,professional
WEAR00014000,ATH000350,2023-08-19,Apple Watch,8156,200,2977,139,158,69,8.4,77.2,45,63,True,professional
WEAR00014001,ATH000351,2024-05-14,Whoop,14555,195,1672,135,159,59,8.5,94.7,59,63,True,fitness_enthusiast
WEAR00014002,ATH000351,2023-09-20,Garmin,8971,164,1579,167,175,50,8.4,81.9,22,61,True,fitness_enthusiast
WEAR00014003,ATH000351,2023-12-01,Garmin,8467,190,1537,131,158,64,7.4,90.2,31,65,True,fitness_enthusiast
WEAR00014004,ATH000351,2024-05-22,Whoop,14021,181,1909,146,154,74,7.9,94.9,30,71,True,fitness_enthusiast
WEAR00014005,ATH000351,2023-09-28,Whoop,8796,103,1274,161,175,57,8.2,90.4,35,79,True,fitness_enthusiast
WEAR00014006,ATH000351,2024-10-13,Fitbit,10179,181,3038,156,181,61,8.8,85.7,26,62,True,fitness_enthusiast
WEAR00014007,ATH000351,2022-10-29,Whoop,13958,251,3498,184,195,60,8.7,86.3,22,78,True,fitness_enthusiast
WEAR00014008,ATH000351,2022-09-25,Whoop,13397,196,2442,170,173,69,7.2,87.9,59,82,True,fitness_enthusiast
WEAR00014009,ATH000351,2024-09-09,Apple Watch,10453,203,1539,148,154,61,8.1,88.4,23,80,True,fitness_enthusiast
WEAR00014010,ATH000351,2023-06-19,Fitbit,8719,189,1672,163,173,68,7.9,94.8,21,62,True,fitness_enthusiast
WEAR00014011,ATH000351,2024-09-28,Garmin,10097,164,1332,138,153,66,8.9,73.1,22,82,True,fitness_enthusiast
WEAR00014012,ATH000351,2024-06-11,Garmin,10186,197,2819,159,180,58,8.9,83.4,34,66,True,fitness_enthusiast
WEAR00014013,ATH000351,2023-07-12,Whoop,14439,193,1524,132,158,54,8.1,75.8,32,69,True,fitness_enthusiast
WEAR00014014,ATH000351,2024-08-03,Apple Watch,9090,176,1889,169,173,72,7.4,85.1,34,80,True,fitness_enthusiast
WEAR00014015,ATH000351,2024-04-11,Fitbit,10689,128,1509,171,176,53,7.3,72.9,43,85,True,fitness_enthusiast
WEAR00014016,ATH000351,2022-08-14,Garmin,14200,196,2614,182,194,75,7.9,72.9,39,64,True,fitness_enthusiast
WEAR00014017,ATH000351,2022-07-20,Whoop,8795,241,2651,170,180,52,8.0,94.5,21,68,True,fitness_enthusiast
WEAR00014018,ATH000351,2024-09-22,Apple Watch,13387,204,2529,165,172,60,7.6,87.0,47,66,True,fitness_enthusiast
WEAR00014019,ATH000351,2022-10-06,Whoop,9513,153,1356,157,173,46,8.7,71.4,32,66,True,fitness_enthusiast
WEAR00014020,ATH000351,2023-08-04,Garmin,10732,160,1430,151,173,59,8.5,93.3,50,81,True,fitness_enthusiast
WEAR00014021,ATH000351,2022-10-10,Whoop,14657,124,1833,162,176,51,8.4,86.1,26,63,True,fitness_enthusiast
WEAR00014022,ATH000351,2023-11-29,Apple Watch,13909,214,3129,175,192,47,8.4,70.7,41,78,True,fitness_enthusiast
WEAR00014023,ATH000351,2022-12-13,Fitbit,14335,160,1712,159,173,48,8.4,77.6,38,65,True,fitness_enthusiast
WEAR00014024,ATH000351,2023-04-13,Apple Watch,11440,170,2622,164,180,75,7.8,91.4,27,71,True,fitness_enthusiast
WEAR00014025,ATH000351,2022-12-06,Whoop,9612,229,2439,157,181,68,7.5,90.0,60,68,True,fitness_enthusiast
WEAR00014026,ATH000351,2023-05-30,Garmin,14054,128,1371,170,173,57,7.0,88.0,35,76,True,fitness_enthusiast
WEAR00014027,ATH000351,2024-04-26,Apple Watch,12088,165,2885,171,196,63,7.4,86.8,41,72,True,fitness_enthusiast
WEAR00014028,ATH000351,2024-11-23,Fitbit,8687,128,1778,168,174,72,8.0,92.3,24,73,True,fitness_enthusiast
WEAR00014029,ATH000351,2022-01-25,Garmin,11120,136,1252,145,157,50,8.6,75.0,58,72,True,fitness_enthusiast
WEAR00014030,ATH000351,2022-12-03,Fitbit,14722,170,2464,157,179,46,7.1,73.9,49,63,True,fitness_enthusiast
WEAR00014031,ATH000351,2023-09-16,Garmin,14946,150,1279,138,160,68,7.2,87.3,21,67,True,fitness_enthusiast
WEAR00014032,ATH000351,2023-03-04,Garmin,8964,190,1336,136,157,58,7.7,91.6,33,62,True,fitness_enthusiast
WEAR00014033,ATH000351,2024-06-02,Apple Watch,13574,151,1695,170,177,73,8.7,70.9,49,66,True,fitness_enthusiast
WEAR00014034,ATH000351,2022-10-15,Fitbit,13048,157,1436,167,180,60,7.9,72.4,41,63,True,fitness_enthusiast
WEAR00014035,ATH000351,2024-03-13,Whoop,13988,171,1441,164,175,61,8.0,86.4,26,85,True,fitness_enthusiast
WEAR00014036,ATH000351,2023-08-02,Whoop,12478,184,2083,166,171,51,8.3,94.2,53,64,True,fitness_enthusiast
WEAR00014037,ATH000351,2024-10-28,Fitbit,10675,154,1440,168,178,65,8.3,92.7,58,69,True,fitness_enthusiast
WEAR00014038,ATH000351,2024-05-01,Apple Watch,8683,104,1106,136,156,71,8.6,91.9,47,65,True,fitness_enthusiast
WEAR00014039,ATH000351,2023-06-04,Garmin,11409,127,1652,156,174,48,7.1,76.1,45,72,True,fitness_enthusiast
WEAR00014040,ATH000351,2024-05-06,Garmin,12654,236,3427,183,192,69,7.8,75.9,33,67,True,fitness_enthusiast
WEAR00014041,ATH000352,2023-07-28,Garmin,13236,200,2265,150,159,65,8.7,87.5,28,76,True,fitness_enthusiast
WEAR00014042,ATH000352,2023-03-06,Apple Watch,8091,148,1252,141,166,45,7.0,82.9,25,63,True,fitness_enthusiast
WEAR00014043,ATH000352,2022-10-07,Garmin,9728,171,1475,149,166,74,7.8,86.7,54,78,True,fitness_enthusiast
WEAR00014044,ATH000352,2024-02-20,Fitbit,8590,226,2255,150,163,69,7.7,80.4,34,85,True,fitness_enthusiast
WEAR00014045,ATH000352,2023-09-28,Whoop,8663,116,1463,146,164,47,7.7,89.5,57,76,True,fitness_enthusiast
WEAR00014046,ATH000352,2022-06-12,Fitbit,11754,170,1528,129,145,53,7.9,73.6,50,60,True,fitness_enthusiast
WEAR00014047,ATH000352,2022-06-28,Garmin,8327,147,1961,144,165,55,7.0,94.1,49,64,True,fitness_enthusiast
WEAR00014048,ATH000352,2022-11-15,Garmin,14636,249,3139,144,162,69,7.6,94.0,60,81,True,fitness_enthusiast
WEAR00014049,ATH000352,2024-01-10,Garmin,9454,158,1381,150,159,72,7.9,90.1,51,72,True,fitness_enthusiast
WEAR00014050,ATH000352,2024-08-18,Apple Watch,11589,144,1748,154,163,56,7.9,90.3,53,73,True,fitness_enthusiast
WEAR00014051,ATH000352,2023-06-02,Garmin,11340,162,2139,158,164,47,7.8,71.2,40,76,True,fitness_enthusiast
WEAR00014052,ATH000352,2024-06-28,Whoop,13367,151,2018,152,161,65,8.8,82.7,44,80,True,fitness_enthusiast
WEAR00014053,ATH000352,2023-06-13,Garmin,8128,200,2385,170,179,74,7.6,75.9,49,69,True,fitness_enthusiast
WEAR00014054,ATH000352,2024-02-17,Apple Watch,11419,154,1549,124,141,66,7.5,78.6,24,62,True,fitness_enthusiast
WEAR00014055,ATH000352,2024-12-30,Whoop,10255,106,1530,154,162,53,8.3,81.1,41,68,True,fitness_enthusiast
WEAR00014056,ATH000352,2024-06-18,Garmin,14106,143,1123,137,142,65,8.9,85.4,48,75,True,fitness_enthusiast
WEAR00014057,ATH000352,2024-05-29,Apple Watch,10549,163,2008,142,160,74,7.2,73.6,55,69,True,fitness_enthusiast
WEAR00014058,ATH000352,2024-10-16,Whoop,9615,192,2742,170,179,63,8.8,83.6,48,83,True,fitness_enthusiast
WEAR00014059,ATH000352,2022-09-08,Garmin,11887,156,1385,123,140,45,7.8,88.7,24,74,True,fitness_enthusiast
WEAR00014060,ATH000352,2024-02-03,Whoop,8120,156,1928,153,162,73,7.3,87.2,58,61,True,fitness_enthusiast
WEAR00014061,ATH000352,2023-12-06,Apple Watch,13550,154,1802,154,167,57,8.8,83.7,36,65,True,fitness_enthusiast
WEAR00014062,ATH000352,2023-12-23,Fitbit,12337,220,3632,170,181,52,7.8,70.9,52,72,True,fitness_enthusiast
WEAR00014063,ATH000352,2024-02-14,Fitbit,9077,211,3067,159,179,61,7.6,76.1,40,60,True,fitness_enthusiast
WEAR00014064,ATH000352,2023-05-17,Garmin,11443,225,3455,160,178,74,7.3,87.8,51,83,True,fitness_enthusiast
WEAR00014065,ATH000352,2022-07-06,Whoop,14379,136,1927,140,159,68,7.8,86.7,30,60,True,fitness_enthusiast
WEAR00014066,ATH000352,2024-06-02,Fitbit,8721,145,1116,139,148,67,8.8,93.4,30,74,True,fitness_enthusiast
WEAR00014067,ATH000352,2022-07-17,Whoop,11535,183,2691,163,182,52,7.2,92.8,33,76,True,fitness_enthusiast
WEAR00014068,ATH000352,2022-06-20,Apple Watch,12223,162,1433,153,162,45,7.7,92.6,60,83,True,fitness_enthusiast
WEAR00014069,ATH000352,2022-01-24,Whoop,9840,107,1444,148,162,75,8.8,90.9,55,71,True,fitness_enthusiast
WEAR00014070,ATH000352,2024-10-18,Apple Watch,13961,151,1318,147,159,67,8.9,73.5,20,83,True,fitness_enthusiast
WEAR00014071,ATH000352,2024-03-25,Garmin,11764,157,1690,147,165,74,7.7,78.8,47,81,True,fitness_enthusiast
WEAR00014072,ATH000352,2024-01-09,Garmin,14940,208,2549,146,163,58,8.1,89.6,36,63,True,fitness_enthusiast
WEAR00014073,ATH000352,2024-05-31,Fitbit,8014,141,1362,130,141,52,7.5,80.5,32,60,True,fitness_enthusiast
WEAR00014074,ATH000352,2024-02-25,Apple Watch,8501,174,1529,158,165,55,8.9,82.2,58,82,True,fitness_enthusiast
WEAR00014075,ATH000352,2024-04-02,Fitbit,10820,184,1777,143,162,60,7.7,89.3,31,66,True,fitness_enthusiast
WEAR00014076,ATH000352,2023-10-20,Apple Watch,9626,190,2401,164,183,63,7.5,72.2,52,62,True,fitness_enthusiast
WEAR00014077,ATH000352,2023-04-10,Apple Watch,13204,94,1188,155,164,63,7.8,76.1,47,83,True,fitness_enthusiast
WEAR00014078,ATH000352,2024-04-15,Whoop,10716,135,1271,152,164,68,7.4,83.0,44,84,True,fitness_enthusiast
WEAR00014079,ATH000352,2022-03-17,Garmin,12852,245,2208,152,167,71,8.8,71.2,31,84,True,fitness_enthusiast
WEAR00014080,ATH000352,2024-01-19,Fitbit,11090,178,2048,154,159,51,9.0,85.1,28,65,True,fitness_enthusiast
WEAR00014081,ATH000353,2022-07-13,Fitbit,8117,183,1768,124,144,62,8.8,74.4,21,84,True,professional
WEAR00014082,ATH000353,2024-01-01,Fitbit,12972,159,2007,131,143,59,7.9,82.4,36,84,True,professional
WEAR00014083,ATH000353,2024-09-02,Garmin,11879,119,1252,136,142,71,8.6,90.2,43,83,True,professional
WEAR00014084,ATH000353,2024-11-20,Fitbit,10724,162,1654,121,145,61,7.3,74.1,25,84,True,professional
WEAR00014085,ATH000353,2023-07-18,Whoop,14230,163,1597,144,160,67,8.1,89.3,22,80,True,professional
WEAR00014086,ATH000353,2024-07-03,Whoop,14028,151,1241,128,143,68,8.6,85.7,30,67,True,professional
WEAR00014087,ATH000353,2024-07-17,Fitbit,11639,181,2852,140,164,56,7.8,90.4,54,82,True,professional
WEAR00014088,ATH000353,2023-07-15,Whoop,11061,183,1974,153,163,66,7.5,84.8,48,65,True,professional
WEAR00014089,ATH000353,2022-07-08,Whoop,14563,133,1148,122,140,71,8.6,73.0,50,65,True,professional
WEAR00014090,ATH000353,2023-08-29,Garmin,14281,141,1246,128,140,54,8.5,72.9,54,74,True,professional
WEAR00014091,ATH000353,2023-05-15,Apple Watch,8226,214,3325,153,160,66,8.3,89.1,36,73,True,professional
WEAR00014092,ATH000353,2023-03-01,Apple Watch,10141,163,1798,157,166,60,8.8,87.6,26,68,True,professional
WEAR00014093,ATH000353,2022-03-15,Fitbit,12064,101,825,96,128,60,8.3,94.0,42,73,True,professional
WEAR00014094,ATH000353,2023-11-25,Whoop,11400,228,2404,149,161,52,8.1,84.6,56,74,True,professional
WEAR00014095,ATH000353,2024-01-03,Whoop,13381,168,1474,125,141,67,8.8,72.0,24,72,True,professional
WEAR00014096,ATH000353,2023-12-13,Fitbit,8494,102,789,106,126,72,7.4,81.4,48,73,True,professional
WEAR00014097,ATH000353,2022-01-08,Whoop,10949,232,3959,161,176,54,7.8,89.6,40,67,True,professional
WEAR00014098,ATH000353,2024-09-25,Apple Watch,12115,169,1777,147,161,58,8.8,81.9,20,80,True,professional
WEAR00014099,ATH000353,2022-06-26,Whoop,11331,159,1449,151,162,54,8.3,76.3,31,71,True,professional
WEAR00014100,ATH000353,2022-11-20,Fitbit,14860,177,2066,134,147,49,7.1,90.9,27,85,True,professional
WEAR00014101,ATH000353,2024-07-01,Garmin,8137,257,3407,144,165,72,8.5,94.5,25,76,True,professional
WEAR00014102,ATH000353,2022-08-30,Fitbit,9796,156,1182,149,166,70,7.5,93.2,54,64,True,professional
WEAR00014103,ATH000353,2022-04-27,Fitbit,10528,146,936,116,128,63,7.0,87.8,60,78,True,professional
WEAR00014104,ATH000353,2024-12-16,Garmin,13513,261,4507,173,181,70,8.7,94.9,38,74,True,professional
WEAR00014105,ATH000353,2024-07-25,Fitbit,8149,188,3378,174,179,59,7.2,90.2,25,73,True,professional
WEAR00014106,ATH000353,2024-05-12,Apple Watch,12469,121,587,100,123,65,9.0,78.3,45,70,True,professional
WEAR00014107,ATH000353,2024-06-12,Fitbit,13409,168,1612,123,142,73,7.5,78.9,55,84,True,professional
WEAR00014108,ATH000353,2023-08-20,Fitbit,13531,70,598,97,127,55,7.1,89.1,33,80,True,professional
WEAR00014109,ATH000353,2023-12-04,Apple Watch,11918,155,1559,154,164,65,7.4,92.0,22,76,True,professional
WEAR00014110,ATH000353,2024-07-31,Fitbit,8531,238,2771,144,159,55,7.0,75.8,32,67,True,professional
WEAR00014111,ATH000353,2024-07-18,Garmin,14514,97,654,96,122,64,7.2,71.2,39,71,True,professional
WEAR00014112,ATH000353,2023-04-16,Fitbit,10491,191,1946,146,165,73,8.3,85.5,49,68,True,professional
WEAR00014113,ATH000353,2022-02-01,Garmin,13062,233,3895,159,177,51,7.5,70.3,28,85,True,professional
WEAR00014114,ATH000353,2023-08-30,Fitbit,8276,126,601,115,123,55,8.0,82.2,35,66,True,professional
WEAR00014115,ATH000353,2024-02-08,Apple Watch,12380,250,3588,146,166,66,8.8,83.6,55,79,True,professional
WEAR00014116,ATH000353,2022-02-07,Fitbit,11695,246,3790,159,179,73,7.6,93.0,33,75,True,professional
WEAR00014117,ATH000353,2024-11-10,Whoop,13008,170,1598,127,147,66,8.2,93.1,40,68,True,professional
WEAR00014118,ATH000353,2024-06-14,Whoop,14564,154,1676,139,159,74,7.3,89.5,54,67,True,professional
WEAR00014119,ATH000353,2024-06-03,Apple Watch,11687,96,609,119,129,62,7.7,87.0,42,80,True,professional
WEAR00014120,ATH000353,2024-04-29,Whoop,12023,174,1792,155,162,69,7.1,72.6,42,74,True,professional
WEAR00014121,ATH000354,2022-04-22,Garmin,14955,120,1651,135,151,46,7.3,81.5,60,80,True,amateur_athlete
WEAR00014122,ATH000354,2023-09-27,Fitbit,12587,180,2551,152,178,54,8.2,93.1,53,61,True,amateur_athlete
WEAR00014123,ATH000354,2024-12-24,Apple Watch,10950,147,1981,155,174,56,7.2,86.0,20,82,True,amateur_athlete
WEAR00014124,ATH000354,2023-07-03,Garmin,9996,172,2157,171,174,45,7.1,79.6,29,81,True,amateur_athlete
WEAR00014125,ATH000354,2024-08-31,Whoop,9382,115,576,111,136,55,8.9,88.3,27,64,True,amateur_athlete
WEAR00014126,ATH000354,2024-10-19,Whoop,11084,157,1926,131,154,48,7.9,94.2,53,61,True,amateur_athlete
WEAR00014127,ATH000354,2023-09-02,Fitbit,13114,152,2184,166,180,60,8.1,78.8,26,75,True,amateur_athlete
WEAR00014128,ATH000354,2023-07-01,Apple Watch,14561,94,572,127,137,67,7.0,72.3,30,71,True,amateur_athlete
WEAR00014129,ATH000354,2023-11-19,Garmin,13621,174,2005,153,180,66,8.3,80.9,25,77,True,amateur_athlete
WEAR00014130,ATH000354,2023-09-04,Whoop,8959,138,1301,156,181,50,8.2,70.6,26,65,True,amateur_athlete
WEAR00014131,ATH000354,2022-12-18,Garmin,8260,101,516,128,132,61,7.1,73.1,30,80,True,amateur_athlete
WEAR00014132,ATH000354,2023-04-13,Fitbit,10090,91,610,126,133,54,8.7,88.0,25,65,True,amateur_athlete
WEAR00014133,ATH000354,2023-12-13,Fitbit,8503,160,1745,145,155,54,8.6,72.6,24,75,True,amateur_athlete
WEAR00014134,ATH000354,2024-11-23,Garmin,12513,125,807,120,135,62,7.9,84.9,45,67,True,amateur_athlete
WEAR00014135,ATH000354,2023-09-01,Whoop,11273,114,712,126,132,63,8.8,80.6,27,71,True,amateur_athlete
WEAR00014136,ATH000354,2022-04-20,Apple Watch,14729,157,1307,136,160,49,7.6,77.4,21,60,True,amateur_athlete
WEAR00014137,ATH000354,2022-02-04,Garmin,12395,141,683,117,133,51,7.6,85.5,35,65,True,amateur_athlete
WEAR00014138,ATH000354,2024-06-08,Apple Watch,8402,162,2081,153,180,50,8.9,79.7,58,81,True,amateur_athlete
WEAR00014139,ATH000354,2023-11-20,Apple Watch,14406,173,1885,146,157,75,8.1,75.4,49,67,True,amateur_athlete
WEAR00014140,ATH000354,2023-08-16,Fitbit,8763,154,1465,131,158,62,8.8,86.9,42,85,True,amateur_athlete
WEAR00014141,ATH000354,2023-11-30,Garmin,13975,121,1551,170,177,59,8.2,86.4,58,60,True,amateur_athlete
WEAR00014142,ATH000354,2024-05-24,Fitbit,9177,135,1627,149,155,61,7.5,80.3,27,71,True,amateur_athlete
WEAR00014143,ATH000354,2022-09-30,Fitbit,10939,150,870,121,132,47,7.7,80.8,30,77,True,amateur_athlete
WEAR00014144,ATH000354,2024-08-26,Whoop,12861,102,1196,142,152,57,7.6,73.4,53,82,True,amateur_athlete
WEAR00014145,ATH000354,2024-07-25,Whoop,8395,178,2243,166,178,72,7.2,92.9,27,79,True,amateur_athlete
WEAR00014146,ATH000354,2022-06-07,Garmin,13778,131,2051,170,177,72,8.7,81.2,60,82,True,amateur_athlete
WEAR00014147,ATH000354,2023-06-22,Apple Watch,9147,137,1652,160,176,63,8.8,86.9,47,63,True,amateur_athlete
WEAR00014148,ATH000354,2022-10-05,Apple Watch,13694,200,1946,139,153,59,8.0,86.4,34,80,True,amateur_athlete
WEAR00014149,ATH000354,2023-02-01,Garmin,10846,146,1659,170,177,59,8.4,76.3,51,81,True,amateur_athlete
WEAR00014150,ATH000354,2024-11-29,Fitbit,8841,170,1380,135,158,46,7.9,93.7,33,78,True,amateur_athlete
WEAR00014151,ATH000354,2022-04-18,Whoop,11947,153,1646,150,157,62,8.2,91.7,27,80,True,amateur_athlete
WEAR00014152,ATH000354,2024-12-05,Garmin,10670,180,2029,156,173,54,8.3,82.4,60,74,True,amateur_athlete
WEAR00014153,ATH000354,2022-12-23,Garmin,9596,111,682,131,133,73,7.8,79.1,34,62,True,amateur_athlete
WEAR00014154,ATH000354,2023-05-10,Fitbit,13602,148,1555,152,172,66,8.6,94.6,32,81,True,amateur_athlete
WEAR00014155,ATH000354,2024-06-26,Whoop,8976,120,1532,138,160,46,8.7,94.3,31,79,True,amateur_athlete
WEAR00014156,ATH000354,2022-04-02,Garmin,11917,147,1588,151,178,57,7.5,70.0,58,81,True,amateur_athlete
WEAR00014157,ATH000354,2024-02-08,Apple Watch,10060,179,1982,160,178,71,8.1,88.7,20,60,True,amateur_athlete
WEAR00014158,ATH000354,2024-08-25,Fitbit,10340,163,1995,160,179,70,7.2,83.1,37,63,True,amateur_athlete
WEAR00014159,ATH000354,2022-10-19,Apple Watch,14292,143,1852,167,172,66,8.8,76.6,33,64,True,amateur_athlete
WEAR00014160,ATH000354,2023-03-24,Apple Watch,12377,118,1838,153,172,68,8.4,77.8,39,74,True,amateur_athlete
WEAR00014161,ATH000355,2022-09-15,Fitbit,14437,204,1609,137,140,74,7.2,93.6,30,82,True,professional
WEAR00014162,ATH000355,2022-03-28,Fitbit,8691,176,1885,133,140,63,8.6,70.7,46,70,True,professional
WEAR00014163,ATH000355,2022-11-10,Apple Watch,12848,189,1724,122,148,48,8.6,88.3,59,79,True,professional
WEAR00014164,ATH000355,2024-08-29,Garmin,10337,147,1915,121,146,48,8.3,90.9,28,77,True,professional
WEAR00014165,ATH000355,2023-02-02,Apple Watch,10425,146,2024,148,163,58,7.7,88.3,21,71,True,professional
WEAR00014166,ATH000355,2024-09-28,Apple Watch,12831,163,2198,155,162,60,7.8,86.7,24,85,True,professional
WEAR00014167,ATH000355,2023-10-04,Fitbit,13517,210,2292,143,158,45,7.9,81.7,29,62,True,professional
WEAR00014168,ATH000355,2022-08-31,Apple Watch,13141,189,1343,130,145,51,8.8,83.6,49,65,True,professional
WEAR00014169,ATH000355,2023-12-05,Apple Watch,11244,203,2021,131,142,46,8.3,71.4,45,63,True,professional
WEAR00014170,ATH000355,2022-12-27,Apple Watch,14858,161,1832,121,140,63,7.9,85.3,34,62,True,professional
WEAR00014171,ATH000355,2024-08-11,Fitbit,9745,303,4418,172,180,55,8.6,82.7,49,74,True,professional
WEAR00014172,ATH000355,2023-02-18,Apple Watch,12280,148,1815,154,166,67,7.4,83.4,33,67,True,professional
WEAR00014173,ATH000355,2024-10-03,Apple Watch,13079,224,3757,167,177,50,7.6,93.0,31,63,True,professional
WEAR00014174,ATH000355,2022-01-25,Whoop,14453,158,1599,132,148,64,7.3,81.0,58,75,True,professional
WEAR00014175,ATH000355,2022-04-03,Apple Watch,9370,183,1988,144,164,46,7.9,74.8,33,71,True,professional
WEAR00014176,ATH000355,2024-04-27,Apple Watch,11319,173,1951,124,142,49,8.7,84.9,25,67,True,professional
WEAR00014177,ATH000355,2024-03-26,Apple Watch,10976,247,2452,152,162,58,8.8,84.2,42,80,True,professional
WEAR00014178,ATH000355,2023-05-25,Garmin,11817,221,3990,168,178,57,7.4,87.1,29,83,True,professional
WEAR00014179,ATH000355,2022-06-25,Apple Watch,11665,238,2908,151,166,54,7.9,89.0,58,65,True,professional
WEAR00014180,ATH000355,2024-09-19,Fitbit,13573,151,1426,138,148,57,7.6,83.1,44,73,True,professional
WEAR00014181,ATH000355,2023-07-13,Whoop,14367,164,1510,131,147,66,8.3,85.0,50,63,True,professional
WEAR00014182,ATH000355,2022-07-05,Apple Watch,11215,231,4603,176,180,75,8.9,91.5,20,76,True,professional
WEAR00014183,ATH000355,2022-08-18,Whoop,10948,118,1596,142,166,53,8.6,86.7,47,78,True,professional
WEAR00014184,ATH000355,2023-08-24,Garmin,10113,233,4122,173,179,50,7.2,72.8,25,77,True,professional
WEAR00014185,ATH000355,2022-04-30,Fitbit,8159,132,1667,148,163,68,8.8,77.6,52,76,True,professional
WEAR00014186,ATH000355,2024-04-18,Garmin,10988,176,2327,144,162,70,7.8,88.5,44,65,True,professional
WEAR00014187,ATH000355,2023-08-01,Fitbit,10167,178,1449,133,147,47,7.0,75.8,26,64,True,professional
WEAR00014188,ATH000355,2023-09-26,Apple Watch,12549,271,4990,158,178,51,7.4,73.6,41,83,True,professional
WEAR00014189,ATH000355,2023-01-11,Fitbit,11071,166,1908,144,167,45,7.4,83.0,42,77,True,professional
WEAR00014190,ATH000355,2022-01-19,Whoop,8077,136,1916,150,165,47,7.1,84.0,35,61,True,professional
WEAR00014191,ATH000355,2022-07-27,Fitbit,12983,133,1292,132,141,53,7.7,78.9,56,61,True,professional
WEAR00014192,ATH000355,2023-01-13,Garmin,8036,124,1555,144,165,49,7.4,89.7,46,71,True,professional
WEAR00014193,ATH000355,2024-05-26,Apple Watch,13791,189,2242,147,161,46,7.4,75.9,35,74,True,professional
WEAR00014194,ATH000355,2024-10-28,Fitbit,9861,201,2748,154,162,49,8.6,93.6,47,72,True,professional
WEAR00014195,ATH000355,2022-05-12,Garmin,11923,166,1706,130,139,73,7.5,83.4,22,61,True,professional
WEAR00014196,ATH000355,2022-12-23,Apple Watch,10739,118,1655,145,160,61,7.1,70.0,38,83,True,professional
WEAR00014197,ATH000355,2024-09-06,Garmin,8524,210,2002,129,145,52,7.9,94.7,55,76,True,professional
WEAR00014198,ATH000355,2024-10-24,Garmin,11850,151,1700,152,164,63,7.6,76.6,58,67,True,professional
WEAR00014199,ATH000355,2024-02-25,Fitbit,13309,288,3245,156,161,57,8.3,82.1,27,61,True,professional
WEAR00014200,ATH000355,2024-04-09,Garmin,9637,169,1426,137,145,75,7.8,71.0,22,69,True,professional
WEAR00014201,ATH000356,2023-04-23,Whoop,12497,142,1885,141,144,61,8.9,72.8,36,65,True,elite_athlete
WEAR00014202,ATH000356,2023-09-08,Apple Watch,8038,108,1426,156,162,53,8.5,91.3,36,77,True,elite_athlete
WEAR00014203,ATH000356,2023-08-08,Fitbit,9711,124,732,120,129,61,8.0,79.2,34,60,True,elite_athlete
WEAR00014204,ATH000356,2022-11-10,Garmin,12078,187,2820,161,170,61,8.0,71.0,29,60,True,elite_athlete
WEAR00014205,ATH000356,2024-07-05,Garmin,12158,179,1910,142,150,67,7.9,83.3,37,73,True,elite_athlete
WEAR00014206,ATH000356,2023-07-31,Whoop,8660,281,3567,153,162,67,9.0,82.6,38,71,True,elite_athlete
WEAR00014207,ATH000356,2024-09-20,Fitbit,12980,160,1078,131,145,69,7.6,89.2,44,75,True,elite_athlete
WEAR00014208,ATH000356,2022-10-14,Whoop,9881,132,691,96,132,51,8.9,90.4,33,72,True,elite_athlete
WEAR00014209,ATH000356,2024-12-01,Garmin,9486,249,3785,178,185,73,8.8,91.7,58,85,True,elite_athlete
WEAR00014210,ATH000356,2023-11-13,Whoop,10737,160,2225,161,162,48,7.1,93.2,23,60,True,elite_athlete
WEAR00014211,ATH000356,2024-11-03,Garmin,9633,157,1476,157,166,57,7.8,77.4,36,64,True,elite_athlete
WEAR00014212,ATH000356,2024-09-16,Fitbit,11956,206,2219,138,144,50,7.9,89.8,22,68,True,elite_athlete
WEAR00014213,ATH000356,2022-07-08,Whoop,10264,151,1689,156,165,53,8.9,92.1,56,60,True,elite_athlete
WEAR00014214,ATH000356,2022-09-11,Fitbit,13392,263,4607,169,180,68,7.6,84.3,23,62,True,elite_athlete
WEAR00014215,ATH000356,2023-03-14,Fitbit,12351,126,923,95,125,67,8.9,72.0,41,73,True,elite_athlete
WEAR00014216,ATH000356,2022-11-21,Garmin,10480,249,4422,162,181,48,8.7,82.2,22,61,True,elite_athlete
